contig	genus	size	category-pident_90	rep_type(s)	relaxase_type(s)	mpf_type	orit_type(s)	predicted_mobility	AMR_type
GCF_030490225.1-NZ_CP129830.1	Klebsiella	73076	typical plasmid	IncR	MOBF	MPF_F	-	conjugative	non-AMR
GCF_003571745.1-NZ_CP032224.1	Klebsiella	73056	typical plasmid	rep_cluster_1	-	-	-	non-mobilizable	non-AMR
GCF_015910145.1-NZ_CP047704.1	Klebsiella	73052	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_001908655.1-NZ_CP018709.1	Klebsiella	73019	typical plasmid	rep_cluster_1	-	-	-	non-mobilizable	non-AMR
GCF_001913175.1-NZ_CP018737.1	Klebsiella	72952	typical plasmid	IncFIA,IncR,rep_cluster_1418	-	-	MOBF	mobilizable	AMR
GCF_016772535.1-NZ_CP068609.1	Klebsiella	72912	typical plasmid	IncR	-	-	MOBF	mobilizable	AMR
GCF_039653445.1-NZ_CP166446.1	Klebsiella	72741	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_025734435.1-NZ_CP107046.1	Klebsiella	72739	typical plasmid	IncFII	MOBP	MPF_I	-	conjugative	AMR
GCF_041006285.1-NZ_CP163129.1	Klebsiella	72706	typical plasmid	IncR	-	MPF_F	-	non-mobilizable	non-AMR
GCF_002786755.1-NZ_CP024841.1	Klebsiella	72689	typical plasmid	rep_cluster_1	-	-	-	non-mobilizable	non-AMR
GCF_002055765.1-NZ_CP020066.1	Klebsiella	72663	typical plasmid	ColRNAI_rep_cluster_1857,IncN	MOBC,MOBF	MPF_T	MOBF	conjugative	AMR
GCF_034564955.1-NZ_CP140765.1	Klebsiella	72637	typical plasmid	IncFII	MOBP	MPF_I	-	conjugative	AMR
GCF_034565915.1-NZ_CP140770.1	Klebsiella	72637	typical plasmid	IncFII	MOBP	MPF_I	-	conjugative	AMR
GCF_022559785.1-NZ_CP088128.1	Klebsiella	72637	typical plasmid	IncFII	MOBP	MPF_I	-	conjugative	AMR
GCF_022559765.1-NZ_CP088122.1	Klebsiella	72636	typical plasmid	IncFII	MOBP	MPF_I	-	conjugative	AMR
GCF_014361115.1-NZ_CP060746.1	Klebsiella	72636	typical plasmid	IncFIA	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_008693445.1-NZ_CP044043.1	Klebsiella	72634	typical plasmid	IncFIA,IncFII,IncFII	-	-	-	non-mobilizable	AMR
GCF_017310405.1-NZ_CP061974.1	Klebsiella	72450	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_050058015.1-NZ_CP170104.1	Klebsiella	72255	typical plasmid	IncFII	MOBF	MPF_F	-	conjugative	non-AMR
GCF_003429625.1-NZ_CP023985.1	Klebsiella	72224	typical plasmid	IncFII	MOBP	MPF_I	-	conjugative	AMR
GCF_033238325.1-NZ_CP137356.1	Klebsiella	72224	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_025144525.1-NZ_CP091815.1	Klebsiella	72224	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_017310565.1-NZ_CP068574.1	Klebsiella	72218	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_036789295.1-NZ_CP145190.1	Klebsiella	72181	typical plasmid	IncN	MOBF	MPF_T	MOBF	conjugative	AMR
GCF_036786095.1-NZ_CP145166.1	Klebsiella	72181	typical plasmid	IncN	MOBF	MPF_T	MOBF	conjugative	AMR
GCF_036791365.1-NZ_CP145182.1	Klebsiella	72181	typical plasmid	IncN	MOBF	MPF_T	MOBF	conjugative	AMR
GCF_904866235.1-NZ_LR890601.1	Klebsiella	72169	typical plasmid	IncFIA,rep_cluster_2183	-	-	-	non-mobilizable	non-AMR
GCF_002202275.1-NZ_CP021957.1	Klebsiella	72122	typical plasmid	rep_cluster_1	-	-	-	non-mobilizable	non-AMR
GCF_046529055.1-NZ_CP160505.1	Klebsiella	72109	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_014169755.1-NZ_AP022258.1	Klebsiella	72104	typical plasmid	IncR,IncY	-	-	MOBF	mobilizable	non-AMR
GCF_001709295.1-NZ_CP016927.1	Klebsiella	72093	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_051123605.1-NZ_CP188762.1	Klebsiella	72074	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_027942215.1-NZ_CP095431.1	Klebsiella	72069	typical plasmid	IncFIA,IncFII,IncR,IncU	-	MPF_F	-	non-mobilizable	AMR
GCF_009914235.1-NZ_CP040124.1	Klebsiella	72060	typical plasmid	IncFIA,IncFII	-	MPF_F	MOBP	mobilizable	AMR
GCF_013782105.1-NZ_CP056193.1	Klebsiella	72044	typical plasmid	IncR	-	-	MOBF	mobilizable	non-AMR
GCF_022059905.1-NZ_CP091849.1	Klebsiella	72015	typical plasmid	IncN	MOBF	MPF_T	MOBF	conjugative	AMR
GCF_046529075.1-NZ_CP160509.1	Klebsiella	72007	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_043099505.1-NZ_CP170834.1	Klebsiella	71997	intermediate replicon	-	-	-	-	non-mobilizable	non-AMR
GCF_028609785.1-NZ_CP053669.1	Klebsiella	71962	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_027595605.1-NZ_CP074525.1	Klebsiella	71941	typical plasmid	IncFIA	-	-	-	non-mobilizable	AMR
GCF_035658175.1-NZ_CP141857.1	Klebsiella	71861	typical plasmid	IncR	-	-	MOBF	mobilizable	AMR
GCF_014304835.1-NZ_CP060284.1	Klebsiella	71861	typical plasmid	IncU	MOBP	MPF_T	-	conjugative	AMR
GCF_037126195.1-NZ_CP146996.1	Klebsiella	71848	typical plasmid	IncFIA	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_008121515.1-NZ_CP043048.1	Klebsiella	71836	typical plasmid	IncFIA	-	-	-	non-mobilizable	AMR
GCF_046529075.1-NZ_CP160511.1	Klebsiella	71819	typical plasmid	rep_cluster_2183	MOBF,MOBF	MPF_F	-	conjugative	non-AMR
GCF_030490535.1-NZ_CP129754.1	Klebsiella	71813	typical plasmid	IncFIA,IncFII,IncR,IncU	-	-	-	non-mobilizable	AMR
GCF_044911575.1-NZ_CP110181.1	Klebsiella	71813	typical plasmid	IncFIA,IncFII,IncR,IncU	-	-	-	non-mobilizable	AMR
GCF_046529055.1-NZ_CP160507.1	Klebsiella	71803	typical plasmid	rep_cluster_2183	MOBF,MOBF	MPF_F	-	conjugative	non-AMR
GCF_037024345.1-NZ_CP146177.1	Klebsiella	71688	typical plasmid	IncFIA,IncFII,IncFII	-	-	-	non-mobilizable	AMR
GCF_022453645.1-NZ_CP092655.1	Klebsiella	71683	typical plasmid	IncN	MOBF	MPF_T	MOBF	conjugative	AMR
GCF_041834835.1-NZ_CP153820.1	Klebsiella	71669	typical plasmid	IncFIC,IncI-gamma/K1	MOBF	MPF_F	-	conjugative	non-AMR
GCF_039520045.1-NZ_CP154398.1	Klebsiella	71646	typical plasmid	IncFIA,IncFII,IncR,IncU	-	MPF_F	-	non-mobilizable	AMR
GCF_002753355.1-NZ_CP024547.1	Klebsiella	71587	typical plasmid	IncFII	MOBF	MPF_F	-	conjugative	non-AMR
GCF_002752995.1-NZ_CP024544.1	Klebsiella	71587	typical plasmid	IncFII	MOBF	MPF_F	-	conjugative	non-AMR
GCF_045182145.1-NZ_CP173742.1	Klebsiella	71572	typical plasmid	IncFII	MOBP	MPF_I	-	conjugative	AMR
GCF_000814305.1-NZ_CP010396.1	Klebsiella	71572	typical plasmid	IncR	-	-	MOBF	mobilizable	AMR
GCF_020990405.1-NZ_CP087672.1	Klebsiella	71532	typical plasmid	IncFIA,IncFII,rep_cluster_2183	-	-	-	non-mobilizable	AMR
GCF_028626845.1-NZ_CP131948.1	Klebsiella	71469	typical plasmid	IncL/M,IncU	MOBP	MPF_I	-	conjugative	AMR
GCF_036786065.1-NZ_CP145158.1	Klebsiella	71436	typical plasmid	IncN	MOBF	MPF_T	MOBF	conjugative	AMR
GCF_048319915.1-NZ_CP182836.1	Klebsiella	71405	typical plasmid	IncFIC,rep_cluster_2244	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_011769825.1-NZ_CP050381.1	Klebsiella	71402	typical plasmid	IncFIA	MOBF,MOBF	MPF_F	-	conjugative	AMR
GCF_003408615.1-NZ_CP031581.1	Klebsiella	71335	typical plasmid	IncFIA,IncFII,IncR,rep_cluster_2183	-	-	MOBF	mobilizable	non-AMR
GCF_022759965.1-NZ_CP086426.1	Klebsiella	71321	typical plasmid	IncFIA,IncR,rep_cluster_1418	-	-	MOBF	mobilizable	AMR
GCF_022759945.1-NZ_CP086434.1	Klebsiella	71315	typical plasmid	IncFIA,IncR,rep_cluster_1418	-	-	MOBF	mobilizable	AMR
GCF_040983925.2-NZ_JBFSET010000005.1	Klebsiella	71310	typical plasmid	IncFII	MOBF,MOBF	MPF_F	-	conjugative	non-AMR
GCF_037024325.1-NZ_CP146167.1	Klebsiella	71307	typical plasmid	IncFIA,IncFII,IncFII	-	-	-	non-mobilizable	AMR
GCF_037024355.1-NZ_CP146182.1	Klebsiella	71307	typical plasmid	IncFIA,IncFII,IncFII	-	-	-	non-mobilizable	AMR
GCF_041003495.1-NZ_CP162972.1	Klebsiella	71307	typical plasmid	IncFIA,IncFII,IncFII	-	-	-	non-mobilizable	AMR
GCF_019317025.1-NZ_CP079609.1	Klebsiella	71307	typical plasmid	IncFIA,IncFII,IncFII	-	-	-	non-mobilizable	AMR
GCF_019287095.1-NZ_CP079181.1	Klebsiella	71307	typical plasmid	IncFIA,IncFII,IncFII	-	-	-	non-mobilizable	AMR
GCF_037024235.1-NZ_CP146152.1	Klebsiella	71307	typical plasmid	IncFIA,IncFII,IncFII	-	-	-	non-mobilizable	AMR
GCF_037024245.1-NZ_CP146157.1	Klebsiella	71307	typical plasmid	IncFIA,IncFII,IncFII	-	-	-	non-mobilizable	AMR
GCF_037024335.1-NZ_CP146172.1	Klebsiella	71307	typical plasmid	IncFIA,IncFII,IncFII	-	-	-	non-mobilizable	AMR
GCF_037024275.1-NZ_CP146162.1	Klebsiella	71307	typical plasmid	IncFIA,IncFII,IncFII	-	-	-	non-mobilizable	AMR
GCF_037024385.1-NZ_CP146187.1	Klebsiella	71307	typical plasmid	IncFIA,IncFII,IncFII	-	-	-	non-mobilizable	AMR
GCF_019317245.1-NZ_CP079685.1	Klebsiella	71306	typical plasmid	IncFIA,IncFII,IncFII	-	-	-	non-mobilizable	AMR
GCF_037024145.1-NZ_CP146147.1	Klebsiella	71305	typical plasmid	IncFIA,IncFII,IncFII	-	-	-	non-mobilizable	AMR
GCF_022760005.1-NZ_CP086450.1	Klebsiella	71289	typical plasmid	IncFIA,IncR,rep_cluster_1418	-	-	MOBF	mobilizable	AMR
GCF_019287195.1-NZ_CP079188.1	Klebsiella	71264	typical plasmid	IncFIA,IncFII,IncFII	-	-	-	non-mobilizable	AMR
GCF_002909775.1-NZ_CP036329.1	Klebsiella	71246	typical plasmid	IncFIA,IncFIA,IncFII	-	-	-	non-mobilizable	AMR
GCF_011764365.2-NZ_AP023341.1	Klebsiella	71220	typical plasmid	IncFIA,IncFIC	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_043571095.1-NZ_CP171389.1	Klebsiella	71192	typical plasmid	IncFIA	-	MPF_F	MOBP	mobilizable	AMR
GCF_048972155.1-NZ_CP185092.1	Klebsiella	71190	typical plasmid	IncX3	MOBP	MPF_T	-	conjugative	AMR
GCF_042256275.1-NZ_CP170121.1	Klebsiella	71123	typical plasmid	IncFII	MOBP	MPF_I	-	conjugative	AMR
GCF_045181505.1-NZ_CP173733.1	Klebsiella	71104	typical plasmid	IncFII	MOBP	MPF_I	-	conjugative	AMR
GCF_002752775.1-NZ_CP024490.1	Klebsiella	71104	typical plasmid	IncFIA,rep_cluster_2183	-	-	-	non-mobilizable	non-AMR
GCF_904863325.1-NZ_LR890371.1	Klebsiella	71104	typical plasmid	IncFIA,rep_cluster_2183	-	-	-	non-mobilizable	non-AMR
GCF_904863395.1-NZ_LR890376.1	Klebsiella	71104	typical plasmid	IncFIA,rep_cluster_2183	-	-	-	non-mobilizable	non-AMR
GCF_904864535.1-NZ_LR890417.1	Klebsiella	71104	typical plasmid	IncFIA,rep_cluster_2183	-	-	-	non-mobilizable	non-AMR
GCF_904866405.1-NZ_LR890681.1	Klebsiella	71104	typical plasmid	IncFIA,rep_cluster_2183	-	-	-	non-mobilizable	non-AMR
GCF_037126195.1-NZ_CP146997.1	Klebsiella	71087	typical plasmid	IncQ1,IncR	-	-	MOBF	mobilizable	AMR
GCF_048755035.1-NZ_CP128036.1	Klebsiella	71037	typical plasmid	IncFII	MOBP	MPF_I	-	conjugative	AMR
GCF_018604125.1-NZ_CP075888.1	Klebsiella	70940	typical plasmid	IncFII,rep_cluster_2183	MOBF,MOBF	MPF_F	-	conjugative	non-AMR
GCF_022964795.1-NZ_CP095134.1	Klebsiella	70936	typical plasmid	IncFIA,rep_cluster_1418	-	-	MOBF	mobilizable	AMR
GCF_904866335.1-NZ_LR890650.1	Klebsiella	70921	typical plasmid	IncR	-	-	MOBF	mobilizable	non-AMR
GCF_027577885.1-NZ_CP114152.1	Klebsiella	70898	typical plasmid	IncN	MOBF	MPF_T	MOBF	conjugative	AMR
GCF_030847575.1-NZ_CP079854.1	Klebsiella	70873	typical plasmid	IncFII,rep_cluster_1418,rep_cluster_2183	-	-	-	non-mobilizable	AMR
GCF_003443755.1-NZ_CP023419.1	Klebsiella	70869	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_001709275.1-NZ_CP016919.1	Klebsiella	70830	typical plasmid	IncFIA,IncR	-	-	MOBF	mobilizable	AMR
GCF_003069525.1-NZ_CP028931.1	Klebsiella	70829	typical plasmid	IncFIA,IncR	-	-	MOBF	mobilizable	AMR
GCF_023374185.1-NZ_CP097230.1	Klebsiella	70829	typical plasmid	IncFIA,IncR	-	-	MOBF	mobilizable	AMR
GCF_023374165.1-NZ_CP097235.1	Klebsiella	70829	typical plasmid	IncFIA,IncR	-	-	MOBF	mobilizable	AMR
GCF_023374245.1-NZ_CP097240.1	Klebsiella	70829	typical plasmid	IncFIA,IncR	-	-	MOBF	mobilizable	AMR
GCF_000733255.1-NZ_CP006801.1	Klebsiella	70814	typical plasmid	IncFIA,IncR	-	-	MOBF	mobilizable	AMR
GCF_903993165.2-NZ_OW970488.1	Klebsiella	70767	typical plasmid	IncFII,IncR	MOBF,MOBF	MPF_F	-	conjugative	non-AMR
GCF_014495765.1-NZ_CP061055.1	Klebsiella	70762	typical plasmid	IncR	-	-	MOBF	mobilizable	AMR
GCF_002948565.1-NZ_CP026753.1	Klebsiella	70730	typical plasmid	IncFIA,IncR	-	-	MOBF	mobilizable	AMR
GCF_011006575.1-NZ_CP047637.1	Klebsiella	70729	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_026967695.1-NZ_CP114158.1	Klebsiella	70696	typical plasmid	IncN	MOBF	MPF_T	MOBF	conjugative	AMR
GCF_024918455.1-NZ_CP103689.1	Klebsiella	70661	typical plasmid	IncN	MOBF	MPF_T	MOBF	conjugative	AMR
GCF_003432165.1-NZ_CP031804.1	Klebsiella	70656	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_904863135.1-NZ_LR890258.1	Klebsiella	70656	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_904864465.1-NZ_LR890430.1	Klebsiella	70656	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_904865715.1-NZ_LR890504.1	Klebsiella	70656	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_904865815.1-NZ_LR890519.1	Klebsiella	70656	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_904866325.1-NZ_LR890636.1	Klebsiella	70656	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_904866445.1-NZ_LR890706.1	Klebsiella	70656	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_003074015.1-NZ_CP029135.1	Klebsiella	70613	typical plasmid	IncFIA,IncR,rep_cluster_1418	-	-	MOBF	mobilizable	AMR
GCF_043099705.1-NZ_CP170978.1	Klebsiella	70607	typical plasmid	IncFIA,IncFII,IncR,IncU	-	-	-	non-mobilizable	AMR
GCF_003850165.1-NZ_CP033948.1	Klebsiella	70586	typical plasmid	IncFIA,IncFII,IncFII	-	-	-	non-mobilizable	AMR
GCF_048391095.1-NZ_CP183021.1	Klebsiella	70502	typical plasmid	IncN	MOBF	MPF_T	MOBF	conjugative	AMR
GCF_002251875.2-NZ_CP041095.1	Klebsiella	70501	typical plasmid	IncFII	MOBP	MPF_I	-	conjugative	AMR
GCF_004801235.1-NZ_CP031852.1	Klebsiella	70498	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_022759985.1-NZ_CP086419.1	Klebsiella	70475	typical plasmid	IncFIA,IncR,rep_cluster_1418	-	-	MOBF	mobilizable	AMR
GCF_022759925.1-NZ_CP086442.1	Klebsiella	70475	typical plasmid	IncFIA,IncR,rep_cluster_1418	-	-	MOBF	mobilizable	AMR
GCF_022790305.2-NZ_CP144982.1	Klebsiella	70467	typical plasmid	IncR	-	-	MOBF	mobilizable	non-AMR
GCF_041004185.1-NZ_CP163036.1	Klebsiella	70459	typical plasmid	rep_cluster_1418	-	-	-	non-mobilizable	AMR
GCF_002180315.1-NZ_CP021712.1	Klebsiella	70457	typical plasmid	IncFIA,IncR	-	-	MOBF	mobilizable	AMR
GCF_018223825.1-NZ_CP073659.1	Klebsiella	70448	typical plasmid	IncR	-	-	MOBF	mobilizable	non-AMR
GCF_009930995.1-NZ_CP030298.1	Klebsiella	70438	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_041004035.1-NZ_CP163019.1	Klebsiella	70403	typical plasmid	IncFII,rep_cluster_1418,rep_cluster_2183	-	-	-	non-mobilizable	AMR
GCF_026626105.1-NZ_CP113188.1	Klebsiella	70383	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_023066645.1-NZ_CP087620.1	Klebsiella	70343	typical plasmid	IncL/M,IncU	MOBP	MPF_I	-	conjugative	AMR
GCF_050962495.1-NZ_CP130228.1	Klebsiella	70337	typical plasmid	IncC	-	MPF_F	MOBH	mobilizable	non-AMR
GCF_018279185.1-NZ_CP047597.1	Klebsiella	70307	typical plasmid	IncFIA	MOBF,MOBF	MPF_F	MOBF	conjugative	AMR
GCF_015290985.1-NZ_CP028854.1	Klebsiella	70299	typical plasmid	IncFIA	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_013782105.1-NZ_CP056194.1	Klebsiella	70240	typical plasmid	IncFII	MOBF,MOBF	MPF_F	-	conjugative	non-AMR
GCF_041870035.1-NZ_CP153403.1	Klebsiella	70146	typical plasmid	IncFII	MOBF	MPF_T	-	conjugative	non-AMR
GCF_023920325.1-NZ_CP092592.1	Klebsiella	70104	typical plasmid	IncFIA,IncFIC	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_026013275.1-NZ_CP110196.1	Klebsiella	70069	typical plasmid	IncFIA	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_049354575.1-NZ_CP186404.1	Klebsiella	70040	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_049354625.1-NZ_CP186426.1	Klebsiella	70040	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_049354885.1-NZ_CP186421.1	Klebsiella	70040	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_027558835.1-NZ_CP097084.1	Klebsiella	70024	typical plasmid	IncN,IncU	MOBF	MPF_T	MOBF	conjugative	AMR
GCF_034120075.1-NZ_CP139383.1	Klebsiella	69988	typical plasmid	IncFII	MOBP	MPF_I	-	conjugative	AMR
GCF_028622675.1-NZ_CP117734.1	Klebsiella	69985	typical plasmid	IncFII	MOBF,MOBF	MPF_F	-	conjugative	non-AMR
GCF_013724605.1-NZ_CP056225.1	Klebsiella	69970	typical plasmid	IncR	-	-	MOBF	mobilizable	non-AMR
GCF_000764615.1-NZ_CP008932.1	Klebsiella	69947	typical plasmid	rep_cluster_1418	-	-	-	non-mobilizable	AMR
GCF_024585205.1-NZ_CP030728.1	Klebsiella	69918	intermediate replicon	-	-	-	-	non-mobilizable	non-AMR
GCF_024917695.1-NZ_CP103489.1	Klebsiella	69872	typical plasmid	IncFIA,rep_cluster_1418	-	-	MOBF	mobilizable	AMR
GCF_003937135.2-NZ_CP078036.1	Klebsiella	69836	typical plasmid	IncFIA,IncFIC	MOBF,MOBF	MPF_F	MOBP	conjugative	AMR
GCF_016629585.1-NZ_AP024177.1	Klebsiella	69826	typical plasmid	IncFII	MOBF,MOBF	MPF_F	-	conjugative	non-AMR
GCF_041213435.1-NZ_CP165797.1	Klebsiella	69823	typical plasmid	IncFIA,IncFIC	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_039520045.1-NZ_CP154400.1	Klebsiella	69804	typical plasmid	IncFII	MOBP	MPF_I	-	conjugative	AMR
GCF_023612395.1-NZ_CP071254.1	Klebsiella	69776	typical plasmid	IncFII	MOBF,MOBF	MPF_F	-	conjugative	non-AMR
GCF_024652825.1-NZ_CP102440.1	Klebsiella	69760	typical plasmid	IncFIA,IncFII,rep_cluster_2183	MOBF	-	-	mobilizable	non-AMR
GCF_036347655.1-NZ_CP143502.1	Klebsiella	69740	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_043099505.1-NZ_CP170835.1	Klebsiella	69700	typical plasmid	IncC	-	MPF_F	MOBH	mobilizable	AMR
GCF_046531215.1-NZ_CP145370.1	Klebsiella	69692	typical plasmid	rep_cluster_2183	MOBF	MPF_F	-	conjugative	non-AMR
GCF_021899755.1-NZ_CP091600.1	Klebsiella	69630	typical plasmid	IncFIA,IncR	-	-	MOBF	mobilizable	AMR
GCF_002787755.1-NZ_CP024837.1	Klebsiella	69628	typical plasmid	rep_cluster_1	-	-	-	non-mobilizable	non-AMR
GCF_014169075.1-NZ_AP022059.1	Klebsiella	69620	typical plasmid	IncN	MOBF	MPF_T	MOBF	conjugative	non-AMR
GCF_009387815.1-NZ_CP035212.1	Klebsiella	69596	typical plasmid	IncR	-	-	MOBF	mobilizable	AMR
GCF_002202255.1-NZ_CP021953.1	Klebsiella	69541	typical plasmid	IncR	-	-	-	non-mobilizable	AMR
GCF_028622675.1-NZ_CP117735.1	Klebsiella	69503	typical plasmid	IncFII	MOBF,MOBF	MPF_F	-	conjugative	non-AMR
GCF_029448435.1-NZ_CP119014.1	Klebsiella	69455	typical plasmid	IncFIA,IncFII,IncR,IncU	-	MPF_F	-	non-mobilizable	AMR
GCF_020149875.1-NZ_CP083777.1	Klebsiella	69339	typical plasmid	IncFII	MOBF	MPF_F	-	conjugative	non-AMR
GCF_051122745.1-NZ_CP184754.1	Klebsiella	69241	typical plasmid	IncFII	MOBF,MOBF	MPF_F	-	conjugative	AMR
GCF_050960695.1-NZ_CP130203.1	Klebsiella	69179	typical plasmid	-	MOBH	MPF_F	-	conjugative	AMR
GCF_028872175.1-NZ_CP118400.1	Klebsiella	69147	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	non-AMR
GCF_038178705.1-NZ_CP151191.1	Klebsiella	69070	typical plasmid	IncFII,rep_cluster_2183	MOBF,MOBF	MPF_F	-	conjugative	non-AMR
GCF_003073315.1-NZ_CP028992.1	Klebsiella	68953	typical plasmid	rep_cluster_1	-	-	-	non-mobilizable	non-AMR
GCF_033245965.1-NZ_CP137377.1	Klebsiella	68942	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_045037835.1-NZ_CP173455.1	Klebsiella	68942	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_035658215.1-NZ_CP141907.1	Klebsiella	68941	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_017301375.1-NZ_CP071281.1	Klebsiella	68932	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_001022295.1-NZ_CP011593.1	Klebsiella	68910	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_024505665.1-NZ_CP101880.1	Klebsiella	68908	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_905322525.2-NZ_OW967376.1	Klebsiella	68845	typical plasmid	IncL/M	MOBP	MPF_I	-	conjugative	AMR
GCF_022789185.2-NZ_CP154870.1	Klebsiella	68699	typical plasmid	IncR	-	-	MOBF	mobilizable	non-AMR
GCF_022982615.1-NZ_CP095256.1	Klebsiella	68628	typical plasmid	IncFIB	-	MPF_F	MOBF	mobilizable	AMR
GCF_001885255.2-NZ_CP018314.1	Klebsiella	68601	typical plasmid	rep_cluster_1	-	-	-	non-mobilizable	non-AMR
GCF_017357925.1-NZ_CP071387.1	Klebsiella	68574	typical plasmid	IncFIA,IncR	-	-	MOBF	mobilizable	AMR
GCF_051124655.1-NZ_CP118503.1	Klebsiella	68569	typical plasmid	IncFIA,IncR	-	-	MOBF	mobilizable	AMR
GCF_008694045.1-NZ_CP044120.1	Klebsiella	68566	typical plasmid	IncFIA,IncR	-	-	MOBF	mobilizable	AMR
GCF_041004025.1-NZ_CP163013.1	Klebsiella	68551	typical plasmid	IncFII,rep_cluster_1418,rep_cluster_2183	-	-	-	non-mobilizable	AMR
GCF_041865045.1-NZ_CP153413.1	Klebsiella	68534	typical plasmid	IncFIA	-	-	-	non-mobilizable	non-AMR
GCF_016653655.1-NZ_CP067414.1	Klebsiella	68533	typical plasmid	IncFIA,IncR	-	-	MOBF	mobilizable	AMR
GCF_012029935.2-NZ_CP061407.1	Klebsiella	68514	typical plasmid	IncC	MOBH,MOBH	MPF_F	MOBH	conjugative	AMR
GCF_051124745.1-NZ_CP118515.1	Klebsiella	68425	typical plasmid	IncFIA,IncR	-	-	MOBF	mobilizable	AMR
GCF_046621015.1-NZ_CP176986.1	Klebsiella	68408	typical plasmid	rep_cluster_1418	-	-	-	non-mobilizable	non-AMR
GCF_041221385.1-NZ_CP165890.1	Klebsiella	68385	typical plasmid	IncFIB	-	-	-	non-mobilizable	AMR
GCF_033870135.1-NZ_CP138748.1	Klebsiella	68261	typical plasmid	IncFIA,rep_cluster_1418	-	-	MOBF	mobilizable	AMR
GCF_033859755.1-NZ_CP138716.1	Klebsiella	68260	typical plasmid	IncFIA,rep_cluster_1418	-	-	MOBF	mobilizable	AMR
GCF_022353705.1-NZ_CP054988.1	Klebsiella	68256	typical plasmid	IncR	-	-	MOBF	mobilizable	AMR
GCF_016903475.1-NZ_CP070174.1	Klebsiella	68255	typical plasmid	IncR	-	-	-	non-mobilizable	non-AMR
GCF_009661415.2-NZ_CP062999.1	Klebsiella	68226	typical plasmid	IncFII,IncR,rep_cluster_2183	-	-	MOBF	mobilizable	non-AMR
GCF_023920245.1-NZ_CP092514.1	Klebsiella	68175	typical plasmid	IncR	-	-	MOBF	mobilizable	non-AMR
GCF_027886565.1-NZ_CP115702.1	Klebsiella	68167	typical plasmid	IncFII	MOBF	MPF_T	-	conjugative	AMR
