contig	genus	size	category-pident_90	chromid	ref_data
GCF_001990245.1-NZ_CP019589.1	Bacillus	181684	typical plasmid	No	
GCF_002000005.1-NZ_CP014486.1	Bacillus	5331694	typical chromosome	No	
GCF_002000005.1-NZ_CP014487.1	Bacillus	41600	typical plasmid	No	
GCF_002074075.1-NZ_CP014795.1	Bacillus	4300706	typical chromosome	No	
GCF_002074095.1-NZ_CP014842.1	Bacillus	4136986	typical chromosome	No	
GCF_002074095.1-NZ_CP014843.1	Bacillus	205480	typical plasmid	No	
GCF_002074115.1-NZ_CP014793.1	Bacillus	4475542	typical chromosome	No	
GCF_002074135.1-NZ_CP014794.1	Bacillus	4405338	typical chromosome	No	
GCF_002104575.1-NZ_CP020743.1	Bacillus	5597907	typical chromosome	No	
GCF_002104575.1-NZ_CP020744.1	Bacillus	460379	typical plasmid	No	
GCF_002104575.1-NZ_CP020745.1	Bacillus	114265	typical plasmid	No	
GCF_002104575.1-NZ_CP020746.1	Bacillus	102550	typical plasmid	No	
GCF_002104575.1-NZ_CP020747.1	Bacillus	82671	typical plasmid	No	
GCF_002104575.1-NZ_CP020748.1	Bacillus	73408	typical plasmid	No	
GCF_002104575.1-NZ_CP020749.1	Bacillus	64682	typical plasmid	No	
GCF_002104575.1-NZ_CP020750.1	Bacillus	51563	typical plasmid	No	
GCF_002104575.1-NZ_CP020751.1	Bacillus	10665	typical plasmid	No	
GCF_002173495.1-NZ_CP021500.1	Bacillus	4180819	typical chromosome	No	
GCF_002173675.1-NZ_CP021669.1	Bacillus	4544416	typical chromosome	No	
GCF_002173675.1-NZ_CP021671.1	Bacillus	75043	intermediate replicon	No	
GCF_002173675.1-NZ_CP021670.1	Bacillus	205000	typical plasmid	No	
GCF_002174255.1-NZ_CP021677.1	Bacillus	4326347	typical chromosome	No	
GCF_002174255.1-NZ_CP021678.1	Bacillus	100616	intermediate replicon	No	
GCF_002174255.1-NZ_CP021679.1	Bacillus	11529	intermediate replicon	No	
GCF_002208785.1-NZ_CP022044.1	Bacillus	5228806	typical chromosome	No	
GCF_002208785.1-NZ_CP022045.1	Bacillus	181634	typical plasmid	No	
GCF_002214705.1-NZ_CP016315.1	Bacillus	5369104	typical chromosome	No	
GCF_002214765.1-NZ_CP017234.1	Bacillus	5358595	typical chromosome	No	
GCF_002215175.1-NZ_CP016595.1	Bacillus	5329684	typical chromosome	No	
GCF_002215175.1-NZ_CP016596.1	Bacillus	319570	typical plasmid	No	
GCF_002215175.1-NZ_CP016597.1	Bacillus	71854	typical plasmid	No	
GCF_002216125.1-NZ_CP016360.1	Bacillus	5498820	typical chromosome	No	
GCF_002216125.1-NZ_CP016361.1	Bacillus	87088	typical plasmid	No	
GCF_002216125.1-NZ_CP016362.1	Bacillus	11745	typical plasmid	No	
GCF_002216125.1-NZ_CP016363.1	Bacillus	3088	typical plasmid	No	
GCF_002220285.1-NZ_CP017060.1	Bacillus	5365433	typical chromosome	No	
GCF_002220285.1-NZ_CP018741.1	Bacillus	257708	typical plasmid	No	
GCF_002220285.1-NZ_CP018742.1	Bacillus	213830	typical plasmid	No	
GCF_002224345.1-NZ_CP022445.1	Bacillus	5312355	typical chromosome	No	
GCF_002224345.1-NZ_CP022446.1	Bacillus	715614	typical plasmid	No	
GCF_002224345.1-NZ_CP022447.1	Bacillus	9105	typical plasmid	No	
GCF_002224345.1-NZ_CP022448.1	Bacillus	10473	typical plasmid	No	
GCF_002236895.1-NZ_CP022477.1	Bacillus	4287720	typical chromosome	No	
GCF_002243495.1-NZ_CP022653.1	Bacillus	4325818	typical chromosome	No	
GCF_002250885.2-NZ_CP024098.1	Bacillus	4215994	typical chromosome	No	
GCF_002250885.2-NZ_CP024099.1	Bacillus	53101	typical plasmid	No	
GCF_002250885.2-NZ_CP024100.1	Bacillus	83528	typical plasmid	No	
GCF_002250905.2-NZ_CP024101.1	Bacillus	4225378	typical chromosome	No	
GCF_002250905.2-NZ_CP024102.1	Bacillus	53029	typical plasmid	No	
GCF_002250905.2-NZ_CP024103.1	Bacillus	67318	typical plasmid	No	
GCF_002250925.2-NZ_CP024104.1	Bacillus	4196763	typical chromosome	No	
GCF_002250925.2-NZ_CP024105.1	Bacillus	53140	typical plasmid	No	
GCF_002250925.2-NZ_CP024106.1	Bacillus	67307	typical plasmid	No	
GCF_002250945.2-NZ_CP024109.1	Bacillus	4082665	typical chromosome	No	
GCF_002250945.2-NZ_CP024110.1	Bacillus	79732	typical plasmid	No	
GCF_002250965.2-NZ_CP024111.1	Bacillus	4220037	typical chromosome	No	
GCF_002250965.2-NZ_CP024112.1	Bacillus	83510	typical plasmid	No	
GCF_002251005.2-NZ_CP024096.1	Bacillus	4252957	typical chromosome	No	
GCF_002251005.2-NZ_CP024097.1	Bacillus	83535	typical plasmid	No	
GCF_002251025.2-NZ_CP024107.1	Bacillus	4220037	typical chromosome	No	
GCF_002251025.2-NZ_CP024108.1	Bacillus	83510	typical plasmid	No	
GCF_002251045.2-NZ_CP024116.1	Bacillus	4252735	typical chromosome	No	
GCF_002251045.2-NZ_CP024117.1	Bacillus	53095	typical plasmid	No	
GCF_002251045.2-NZ_CP024118.1	Bacillus	83527	typical plasmid	No	
GCF_002251055.2-NZ_CP024120.1	Bacillus	4147576	typical chromosome	No	
GCF_002251055.2-NZ_CP024119.1	Bacillus	14107	typical plasmid	No	
GCF_002251055.2-NZ_CP024121.1	Bacillus	53103	typical plasmid	No	
GCF_002251055.2-NZ_CP024122.1	Bacillus	67308	typical plasmid	No	
GCF_002251115.2-NZ_CP024113.1	Bacillus	4245145	typical chromosome	No	
GCF_002251115.2-NZ_CP024114.1	Bacillus	53100	typical plasmid	No	
GCF_002251115.2-NZ_CP024115.1	Bacillus	83526	typical plasmid	No	
GCF_002277915.1-NZ_CP023001.1	Bacillus	5245242	typical chromosome	No	
GCF_002277915.1-NZ_CP023002.1	Bacillus	198129	typical plasmid	No	
GCF_002277915.1-NZ_CP023003.1	Bacillus	103124	typical plasmid	No	
GCF_002356575.1-NZ_AP014833.1	Bacillus	5228065	typical chromosome	No	
GCF_002356575.1-NZ_AP014834.1	Bacillus	181769	typical plasmid	No	
GCF_002356575.1-NZ_AP014835.1	Bacillus	94818	typical plasmid	No	
GCF_002443095.1-NZ_CP023481.1	Bacillus	4659467	typical chromosome	No	
GCF_002504325.1-NZ_CP023729.1	Bacillus	4260287	typical chromosome	No	
GCF_002813875.1-NZ_CP024655.1	Bacillus	5561815	typical chromosome	No	
GCF_002813875.1-NZ_CP024657.1	Bacillus	158531	typical plasmid	No	
GCF_002813875.1-NZ_CP024656.1	Bacillus	102005	typical plasmid	No	
GCF_002813875.1-NZ_CP024658.1	Bacillus	124659	typical plasmid	No	
GCF_002966955.1-NZ_CP026673.1	Bacillus	4332232	typical chromosome	No	
GCF_002980615.3-NZ_CP066168.1	Bacillus	5229731	typical chromosome	No	
GCF_003013315.1-NZ_CP026678.1	Bacillus	5417196	typical chromosome	No	
GCF_003013315.1-NZ_CP026679.1	Bacillus	14697	intermediate replicon	No	
GCF_003020845.1-NZ_CP020383.1	Bacillus	5361178	typical chromosome	No	
GCF_003148415.1-NZ_CP029465.1	Bacillus	4350498	typical chromosome	No	
GCF_003227955.1-NZ_CP029805.1	Bacillus	5228599	typical chromosome	No	
GCF_003227955.1-NZ_CP029806.1	Bacillus	180666	typical plasmid	No	
GCF_003227955.1-NZ_CP029807.1	Bacillus	94967	typical plasmid	No	
GCF_003253815.1-NZ_CP021970.1	Bacillus	4208157	typical chromosome	No	
GCF_003339545.1-NZ_CP031126.1	Bacillus	4405373	typical chromosome	No	
GCF_003410255.1-NZ_CP031642.1	Bacillus	5231857	typical chromosome	No	
GCF_003410355.1-NZ_CP031643.1	Bacillus	5291783	typical chromosome	No	
GCF_003410355.1-NZ_CP031644.1	Bacillus	68426	typical plasmid	No	
GCF_003410355.1-NZ_CP031645.1	Bacillus	12684	typical plasmid	No	
GCF_003568565.1-NZ_CP023245.1	Bacillus	5482892	typical chromosome	No	
GCF_003568565.1-NZ_CP023246.1	Bacillus	546185	typical plasmid	No	
GCF_003595625.1-NZ_CP027789.1	Bacillus	4367367	typical chromosome	No	
GCF_003595625.1-NZ_CP027790.1	Bacillus	42138	typical plasmid	No	
GCF_003595625.1-NZ_CP027791.1	Bacillus	31204	typical plasmid	No	
GCF_003606405.1-NZ_CP032538.1	Bacillus	4440765	typical chromosome	No	
GCF_003606405.1-NZ_CP032539.1	Bacillus	49781	typical plasmid	No	
GCF_003952865.1-NZ_CP025226.1	Bacillus	4193958	typical chromosome	No	
GCF_004006435.1-NZ_CP029364.1	Bacillus	4154245	typical chromosome	No	
GCF_004006495.1-NZ_CP030982.1	Bacillus	5466652	typical chromosome	No	
GCF_004101525.1-NZ_CP035188.1	Bacillus	4231149	typical chromosome	No	
GCF_004101525.1-NZ_CP035189.1	Bacillus	212467	typical plasmid	No	
GCF_004101525.1-NZ_CP035190.1	Bacillus	27664	typical plasmid	No	
GCF_004103575.1-NZ_CP035228.1	Bacillus	4420863	typical chromosome	No	
GCF_004103575.1-NZ_CP035229.1	Bacillus	96005	typical plasmid	No	
GCF_004103615.1-NZ_CP035232.1	Bacillus	4744953	typical chromosome	No	
GCF_004103615.1-NZ_CP035233.1	Bacillus	65273	typical plasmid	No	
GCF_004119755.1-NZ_CP035404.1	Bacillus	4419047	typical chromosome	No	
GCF_004119795.1-NZ_CP035405.1	Bacillus	4298206	typical chromosome	No	
GCF_004124315.2-NZ_CP096889.1	Bacillus	4125766	typical chromosome	No	
GCF_004328845.1-NZ_CP026608.1	Bacillus	5294779	typical chromosome	No	
GCF_004526275.1-NZ_CP038186.1	Bacillus	4230480	typical chromosome	No	
GCF_004771155.1-NZ_CP028516.1	Bacillus	5330209	typical chromosome	No	
GCF_004801195.1-NZ_CP039269.1	Bacillus	5247580	typical chromosome	No	
GCF_005707595.1-NZ_CP029468.1	Bacillus	5340498	typical chromosome	No	
GCF_006088855.1-NZ_CP029323.1	Bacillus	5213297	typical chromosome	No	
GCF_006088855.1-NZ_CP029324.1	Bacillus	181932	typical plasmid	No	
GCF_006088855.1-NZ_CP029325.1	Bacillus	94936	typical plasmid	No	
GCF_006094295.1-NZ_CP034551.1	Bacillus	5416249	typical chromosome	No	
GCF_006094295.1-NZ_CP034552.1	Bacillus	15128	typical plasmid	No	
GCF_006094335.1-NZ_CP034569.1	Bacillus	4239205	typical chromosome	No	
GCF_006349715.2-NZ_CP085498.1	Bacillus	5310791	typical chromosome	No	
GCF_006349715.2-NZ_CP085499.1	Bacillus	480744	typical plasmid	No	
GCF_006349715.2-NZ_CP085500.1	Bacillus	93775	typical plasmid	No	
GCF_006349735.2-NZ_CP085501.1	Bacillus	5268018	typical chromosome	No	
GCF_006349735.2-NZ_CP085502.1	Bacillus	471669	typical plasmid	No	
GCF_006349735.2-NZ_CP085503.1	Bacillus	12241	typical plasmid	No	
GCF_006384875.1-NZ_CP029454.1	Bacillus	5271204	typical chromosome	No	
GCF_006384875.1-NZ_CP029455.1	Bacillus	512032	typical plasmid	No	
GCF_006384875.1-NZ_CP029456.1	Bacillus	80835	typical plasmid	No	
GCF_006384875.1-NZ_CP029457.1	Bacillus	68982	typical plasmid	No	
GCF_006494795.1-NZ_CP041154.1	Bacillus	4280457	typical chromosome	No	
GCF_006742565.1-NZ_AP019731.1	Bacillus	5209717	typical chromosome	No	
GCF_006742565.1-NZ_AP019732.1	Bacillus	181773	typical plasmid	No	
GCF_006742565.1-NZ_AP019733.1	Bacillus	94736	typical plasmid	No	
GCF_006974025.1-NZ_CP033218.1	Bacillus	4341076	typical chromosome	No	
GCF_007855455.1-NZ_CP042252.1	Bacillus	4201713	typical chromosome	No	
GCF_008041975.1-NZ_CP042929.1	Bacillus	5544716	typical chromosome	No	
GCF_008041975.1-NZ_CP042928.1	Bacillus	319829	typical plasmid	No	
GCF_008274925.1-NZ_CP031071.1	Bacillus	5369163	typical chromosome	No	
GCF_008274925.1-NZ_CP031077.1	Bacillus	10545	typical plasmid	No	
GCF_008274925.1-NZ_CP031076.1	Bacillus	36372	typical plasmid	No	
GCF_008274925.1-NZ_CP031075.1	Bacillus	37069	typical plasmid	No	
GCF_008274925.1-NZ_CP031074.1	Bacillus	41246	typical plasmid	No	
GCF_008274925.1-NZ_CP031073.1	Bacillus	50441	typical plasmid	No	
GCF_008274925.1-NZ_CP031072.1	Bacillus	394614	typical plasmid	No	
GCF_009497015.2-NZ_CP045606.2	Bacillus	5461537	typical chromosome	No	
GCF_009497015.2-NZ_CP045607.2	Bacillus	584798	typical plasmid	No	
GCF_009497015.2-NZ_CP045608.2	Bacillus	280820	typical plasmid	No	
GCF_009497015.2-NZ_CP045609.2	Bacillus	13286	typical plasmid	No	
GCF_009497015.2-NZ_CP045610.2	Bacillus	6941	typical plasmid	No	
GCF_009662395.1-NZ_CP045814.1	Bacillus	4343379	typical chromosome	No	
GCF_009662395.1-NZ_CP045815.1	Bacillus	9150	typical plasmid	No	
GCF_009739925.1-NZ_CP040334.1	Bacillus	5389366	typical chromosome	No	
GCF_009739925.1-NZ_CP040335.1	Bacillus	39799	intermediate replicon	No	
GCF_009739945.1-NZ_CP040336.1	Bacillus	5202942	typical chromosome	No	
GCF_009739945.1-NZ_CP040337.1	Bacillus	35986	typical plasmid	No	
GCF_009739945.1-NZ_CP040338.1	Bacillus	24358	typical plasmid	No	
GCF_009739945.1-NZ_CP040339.1	Bacillus	51945	typical plasmid	No	
GCF_009739965.1-NZ_CP040340.1	Bacillus	5542157	typical chromosome	No	
GCF_009739965.1-NZ_CP040341.1	Bacillus	314420	typical plasmid	No	
GCF_009739985.1-NZ_CP040342.1	Bacillus	5291741	typical chromosome	No	
GCF_009739985.1-NZ_CP040343.1	Bacillus	350199	typical plasmid	No	
GCF_009806595.1-NZ_CP047097.1	Bacillus	5225746	typical chromosome	No	
GCF_009806615.1-NZ_CP047098.1	Bacillus	5227419	typical chromosome	No	
GCF_009806635.1-NZ_CP047099.1	Bacillus	5227419	typical chromosome	No	
GCF_009806635.1-NZ_CP047100.1	Bacillus	1988	typical plasmid	No	
GCF_009806635.1-NZ_CP047101.1	Bacillus	1381	typical plasmid	No	
GCF_009806635.1-NZ_CP047102.1	Bacillus	1345	typical plasmid	No	
GCF_009806635.1-NZ_CP047103.1	Bacillus	1146	typical plasmid	No	
GCF_009806655.1-NZ_CP047104.1	Bacillus	5227454	typical chromosome	No	
GCF_009806655.1-NZ_CP047105.1	Bacillus	1294	typical plasmid	No	
GCF_009806655.1-NZ_CP047106.1	Bacillus	1174	typical plasmid	No	
GCF_009806675.1-NZ_CP047107.1	Bacillus	5227452	typical chromosome	No	
GCF_009806675.1-NZ_CP047108.1	Bacillus	2622	typical plasmid	No	
GCF_009806675.1-NZ_CP047109.1	Bacillus	1570	typical plasmid	No	
GCF_009806675.1-NZ_CP047110.1	Bacillus	1505	typical plasmid	No	
GCF_009806695.1-NZ_CP047111.1	Bacillus	5227450	typical chromosome	No	
GCF_012648005.1-NZ_CP051464.1	Bacillus	4031121	typical chromosome	No	
GCF_012955605.1-NZ_CP052135.1	Bacillus	3159449	typical chromosome	No	
GCF_013112375.1-NZ_CP053289.1	Bacillus	5328644	typical chromosome	No	
GCF_013112375.1-NZ_CP053290.1	Bacillus	421688	typical plasmid	No	
GCF_013177495.2-NZ_CP053656.2	Bacillus	5182254	typical chromosome	No	
GCF_013177495.2-NZ_CP053657.2	Bacillus	500306	typical plasmid	No	
GCF_013177495.2-NZ_CP053658.2	Bacillus	12588	typical plasmid	No	
GCF_013267235.1-NZ_CP053965.1	Bacillus	5342923	typical chromosome	No	
GCF_013267235.1-NZ_CP053961.1	Bacillus	85879	typical plasmid	No	
GCF_013267235.1-NZ_CP053962.1	Bacillus	238933	typical plasmid	No	
GCF_013267235.1-NZ_CP053963.1	Bacillus	282009	typical plasmid	No	
GCF_013267235.1-NZ_CP053964.1	Bacillus	42470	typical plasmid	No	
GCF_013267235.1-NZ_CP053966.1	Bacillus	61863	typical plasmid	No	
GCF_013267235.1-NZ_CP053967.1	Bacillus	9797	typical plasmid	No	
GCF_013267235.1-NZ_CP053968.1	Bacillus	4688	typical plasmid	No	
GCF_013267255.1-NZ_CP053951.1	Bacillus	5381556	typical chromosome	No	
GCF_013267255.1-NZ_CP053949.1	Bacillus	480092	typical plasmid	No	
GCF_013267255.1-NZ_CP053950.1	Bacillus	328123	typical plasmid	No	
GCF_013267275.1-NZ_CP053954.1	Bacillus	5381410	typical chromosome	No	
GCF_013267275.1-NZ_CP053952.1	Bacillus	480092	typical plasmid	No	
GCF_013267275.1-NZ_CP053953.1	Bacillus	328123	typical plasmid	No	
GCF_013267455.1-NZ_CP053991.1	Bacillus	5271029	typical chromosome	No	
GCF_013267455.1-NZ_CP053990.1	Bacillus	51528	typical plasmid	No	
GCF_013267455.1-NZ_CP053992.1	Bacillus	312478	typical plasmid	No	
GCF_013267455.1-NZ_CP053993.1	Bacillus	7300	typical plasmid	No	
GCF_013267475.1-NZ_CP053997.1	Bacillus	5271040	typical chromosome	No	
GCF_013267475.1-NZ_CP053994.1	Bacillus	312478	typical plasmid	No	
GCF_013267475.1-NZ_CP053995.1	Bacillus	7300	typical plasmid	No	
GCF_013267475.1-NZ_CP053996.1	Bacillus	51531	typical plasmid	No	
GCF_013267775.1-NZ_CP053931.1	Bacillus	5413450	typical chromosome	No	
GCF_013267775.1-NZ_CP053930.1	Bacillus	211003	typical plasmid	No	
GCF_013284455.2-NZ_CP085506.1	Bacillus	5183312	typical chromosome	No	
GCF_013284455.2-NZ_CP085507.1	Bacillus	503267	typical plasmid	No	
GCF_013284455.2-NZ_CP085508.1	Bacillus	42073	typical plasmid	No	
GCF_013284455.2-NZ_CP085509.1	Bacillus	11143	typical plasmid	No	
GCF_013284505.2-NZ_CP085510.1	Bacillus	5183870	typical chromosome	No	
GCF_013284505.2-NZ_CP085511.1	Bacillus	503267	typical plasmid	No	
GCF_013284505.2-NZ_CP085512.1	Bacillus	42073	typical plasmid	No	
GCF_013284505.2-NZ_CP085513.1	Bacillus	11143	typical plasmid	No	
GCF_013347105.1-NZ_CP054584.1	Bacillus	4248134	typical chromosome	No	
GCF_013394245.1-NZ_CP043966.1	Bacillus	5494368	typical chromosome	No	
GCF_013394245.1-NZ_CP043967.1	Bacillus	104626	typical plasmid	No	
GCF_013394245.1-NZ_CP043968.1	Bacillus	52601	typical plasmid	No	
GCF_014042035.1-NZ_CP059494.1	Bacillus	4235749	typical chromosome	No	
GCF_014621755.1-NZ_CP061284.1	Bacillus	4203618	typical chromosome	No	
GCF_015689075.1-NZ_CP065029.1	Bacillus	4268296	typical chromosome	No	
GCF_016026835.1-NZ_CP065647.1	Bacillus	4534328	typical chromosome	No	
GCF_016026835.1-NZ_CP065644.1	Bacillus	31335	typical plasmid	No	
GCF_016026835.1-NZ_CP065645.1	Bacillus	37079	typical plasmid	No	
GCF_016026835.1-NZ_CP065646.1	Bacillus	28444	typical plasmid	No	
GCF_016026835.1-NZ_CP065648.1	Bacillus	62183	typical plasmid	No	
GCF_016027015.1-NZ_CP065650.1	Bacillus	5270035	typical chromosome	No	
GCF_016027015.1-NZ_CP065649.1	Bacillus	179678	typical plasmid	No	
GCF_016126875.1-NZ_CP065943.1	Bacillus	4180526	typical chromosome	No	
GCF_016126875.1-NZ_CP065944.1	Bacillus	24810	typical plasmid	No	
GCF_016126875.1-NZ_CP065945.1	Bacillus	27165	typical plasmid	No	
GCF_016727405.1-NZ_CP068135.1	Bacillus	5323797	typical chromosome	No	
GCF_016774535.1-NZ_CP068717.1	Bacillus	5507441	typical chromosome	No	
GCF_016774535.1-NZ_CP068718.1	Bacillus	591136	typical plasmid	No	
GCF_016774555.1-NZ_CP068719.1	Bacillus	5549424	typical chromosome	No	
GCF_016774555.1-NZ_CP068720.1	Bacillus	647739	typical plasmid	No	
GCF_016774555.1-NZ_CP068721.1	Bacillus	41955	typical plasmid	No	
GCF_016774555.1-NZ_CP068722.1	Bacillus	11091	typical plasmid	No	
GCF_016774555.1-NZ_CP068723.1	Bacillus	7806	typical plasmid	No	
GCF_016774575.1-NZ_CP068724.1	Bacillus	5367656	typical chromosome	No	
GCF_016774575.1-NZ_CP068725.1	Bacillus	454251	typical plasmid	No	
GCF_016774575.1-NZ_CP068726.1	Bacillus	9518	typical plasmid	No	
GCF_016774575.1-NZ_CP068727.1	Bacillus	9190	typical plasmid	No	
GCF_016774575.1-NZ_CP068728.1	Bacillus	3166	typical plasmid	No	
GCF_016917795.1-NZ_CP070339.1	Bacillus	5387595	typical chromosome	No	
GCF_016917795.1-NZ_CP070340.1	Bacillus	334064	typical plasmid	No	
GCF_016917795.1-NZ_CP070341.1	Bacillus	86748	typical plasmid	No	
GCF_016917795.1-NZ_CP070342.1	Bacillus	13482	typical plasmid	No	
GCF_017338795.1-NZ_CP049330.1	Bacillus	4316909	typical chromosome	No	
GCF_017909015.1-NZ_CP066179.1	Bacillus	4246825	typical chromosome	No	
GCF_017909015.1-NZ_CP066177.1	Bacillus	11640	typical plasmid	No	
GCF_017909015.1-NZ_CP066178.1	Bacillus	11581	typical plasmid	No	
GCF_017909135.1-NZ_CP066184.1	Bacillus	4205726	typical chromosome	No	
GCF_017909135.1-NZ_CP066180.1	Bacillus	11640	typical plasmid	No	
GCF_017909135.1-NZ_CP066181.1	Bacillus	11581	typical plasmid	No	
GCF_017909135.1-NZ_CP066182.1	Bacillus	43118	typical plasmid	No	
GCF_017909135.1-NZ_CP066183.1	Bacillus	51478	typical plasmid	No	
GCF_017909235.1-NZ_CP066185.1	Bacillus	4242488	typical chromosome	No	
GCF_017909235.1-NZ_CP066186.1	Bacillus	44141	typical plasmid	No	
GCF_017909295.1-NZ_CP066187.1	Bacillus	4198865	typical chromosome	No	
GCF_017909295.1-NZ_CP066188.1	Bacillus	3421	typical plasmid	No	
GCF_017909295.1-NZ_CP066189.1	Bacillus	3662	typical plasmid	No	
GCF_017909295.1-NZ_CP066190.1	Bacillus	79734	typical plasmid	No	
GCF_017909295.1-NZ_CP066191.1	Bacillus	14402	typical plasmid	No	
GCF_017909395.1-NZ_CP066192.1	Bacillus	4049237	typical chromosome	No	
GCF_017909395.1-NZ_CP066193.1	Bacillus	11673	typical plasmid	No	
GCF_017909435.1-NZ_CP066194.1	Bacillus	4132005	typical chromosome	No	
GCF_017909435.1-NZ_CP066195.1	Bacillus	53121	typical plasmid	No	
GCF_017909435.1-NZ_CP066196.1	Bacillus	83570	typical plasmid	No	
GCF_018140555.1-NZ_CP073265.1	Bacillus	4144521	typical chromosome	No	
GCF_018309125.1-NZ_CP072766.1	Bacillus	5211756	typical chromosome	No	
GCF_018309125.1-NZ_CP072767.1	Bacillus	11661	typical plasmid	No	
GCF_018309125.1-NZ_CP072768.1	Bacillus	8247	typical plasmid	No	
GCF_018309145.1-NZ_CP072769.1	Bacillus	5206228	typical chromosome	No	
GCF_018309145.1-NZ_CP072770.1	Bacillus	76107	typical plasmid	No	
GCF_018309145.1-NZ_CP072771.1	Bacillus	67348	typical plasmid	No	
GCF_018309145.1-NZ_CP072772.1	Bacillus	50990	typical plasmid	No	
GCF_018309145.1-NZ_CP072773.1	Bacillus	8455	typical plasmid	No	
GCF_018309165.1-NZ_CP072774.1	Bacillus	5325341	typical chromosome	No	
GCF_018309165.1-NZ_CP072775.1	Bacillus	74277	typical plasmid	No	
GCF_018309165.1-NZ_CP072776.1	Bacillus	50275	typical plasmid	No	
GCF_018309165.1-NZ_CP072777.1	Bacillus	7465	typical plasmid	No	
GCF_018417515.1-NZ_CP070976.1	Bacillus	4225863	typical chromosome	No	
GCF_018736705.1-NZ_CP035953.1	Bacillus	5010935	typical chromosome	No	
GCF_018736705.1-NZ_CP035957.1	Bacillus	3777	typical plasmid	No	
GCF_018736705.1-NZ_CP035959.1	Bacillus	9219	typical plasmid	No	
GCF_018736705.1-NZ_CP035956.1	Bacillus	9615	typical plasmid	No	
GCF_018736705.1-NZ_CP035954.1	Bacillus	10858	typical plasmid	No	
GCF_018736705.1-NZ_CP035961.1	Bacillus	11177	typical plasmid	No	
GCF_018736705.1-NZ_CP035960.1	Bacillus	15401	typical plasmid	No	
GCF_018736705.1-NZ_CP035955.1	Bacillus	210021	typical plasmid	No	
GCF_018736705.1-NZ_CP035958.1	Bacillus	321896	typical plasmid	No	
GCF_018736725.1-NZ_CP035962.1	Bacillus	5145716	typical chromosome	No	
GCF_018736725.1-NZ_CP035963.1	Bacillus	232664	typical plasmid	No	
GCF_018736725.1-NZ_CP035964.1	Bacillus	361734	typical plasmid	No	
GCF_018736745.1-NZ_CP035965.1	Bacillus	5340691	typical chromosome	No	
GCF_018736745.1-NZ_CP035970.1	Bacillus	8741	typical plasmid	No	
GCF_018736745.1-NZ_CP035966.1	Bacillus	10279	typical plasmid	No	
GCF_018736745.1-NZ_CP035968.1	Bacillus	10154	typical plasmid	No	
GCF_018736745.1-NZ_CP035972.1	Bacillus	10667	typical plasmid	No	
GCF_018736745.1-NZ_CP035971.1	Bacillus	107498	typical plasmid	No	
GCF_018736745.1-NZ_CP035967.1	Bacillus	249030	typical plasmid	No	
GCF_018736745.1-NZ_CP035969.1	Bacillus	397298	typical plasmid	No	
GCF_018736765.1-NZ_CP035974.1	Bacillus	5093759	typical chromosome	No	
GCF_018736765.1-NZ_CP035977.1	Bacillus	10347	typical plasmid	No	
GCF_018736765.1-NZ_CP035973.1	Bacillus	54371	typical plasmid	No	
GCF_018736765.1-NZ_CP035975.1	Bacillus	231973	typical plasmid	No	
GCF_018736765.1-NZ_CP035976.1	Bacillus	357042	typical plasmid	No	
GCF_018739305.1-NZ_CP035978.1	Bacillus	5243491	typical chromosome	No	
GCF_018739305.1-NZ_CP035979.1	Bacillus	6900	typical plasmid	No	
GCF_018739305.1-NZ_CP035983.1	Bacillus	7523	typical plasmid	No	
GCF_018739305.1-NZ_CP035980.1	Bacillus	33318	typical plasmid	No	
GCF_018739305.1-NZ_CP035981.1	Bacillus	63697	typical plasmid	No	
GCF_018739305.1-NZ_CP035982.1	Bacillus	396505	typical plasmid	No	
GCF_018739365.1-NZ_CP035984.1	Bacillus	5265340	typical chromosome	No	
GCF_018739365.1-NZ_CP035985.1	Bacillus	33317	typical plasmid	No	
GCF_018739365.1-NZ_CP035986.1	Bacillus	511214	typical plasmid	No	
GCF_018739385.1-NZ_CP035987.1	Bacillus	5642477	typical chromosome	No	
GCF_018739385.1-NZ_CP035988.1	Bacillus	65061	typical plasmid	No	
GCF_018739385.1-NZ_CP035989.1	Bacillus	9479	typical plasmid	No	
GCF_018739385.1-NZ_CP035990.1	Bacillus	5263	intermediate replicon	No	
GCF_018739385.1-NZ_CP035991.1	Bacillus	2511	typical plasmid	No	
GCF_018739385.1-NZ_CP035992.1	Bacillus	1865	intermediate replicon	No	
GCF_018739385.1-NZ_CP035993.1	Bacillus	1806	intermediate replicon	No	
GCF_018739445.1-NZ_CP035994.1	Bacillus	5347123	typical chromosome	No	
GCF_018739445.1-NZ_CP035995.1	Bacillus	14792	typical plasmid	No	
GCF_018739445.1-NZ_CP035996.1	Bacillus	538903	typical plasmid	No	
GCF_018739485.1-NZ_CP035997.1	Bacillus	5215878	typical chromosome	No	
GCF_018739485.1-NZ_CP035998.1	Bacillus	481187	typical plasmid	No	
GCF_018739505.1-NZ_CP035999.1	Bacillus	5322329	typical chromosome	No	
GCF_018739505.1-NZ_CP036003.1	Bacillus	51943	typical plasmid	No	
GCF_018739505.1-NZ_CP036000.1	Bacillus	54449	typical plasmid	No	
GCF_018739505.1-NZ_CP036001.1	Bacillus	225867	typical plasmid	No	
GCF_018739505.1-NZ_CP036002.1	Bacillus	374906	typical plasmid	No	
