contig	organism	genus	size	plasmidness-original	plasmidness-pident_90	plasmidness-pident_95	original category	category-pident_90	GC_content	topology
GCF_000636135.1-NZ_CP007582.1	Salmonella enterica	Salmonella	91739	0.9728907434182834	0.9780766338143702	0.9947083684838628	plasmid	typical plasmid	0.5302979103761759	circular
GCF_000743055.1-NZ_CP009102.1	Salmonella enterica	Salmonella	4793299	0.0023996670108325	0.0022993280439865	0.0022722975448002	chromosome	typical chromosome	0.5220569382381529	circular
GCF_000743055.1-NZ_CP009103.1	Salmonella enterica	Salmonella	38457	0.9546630796826698	0.9601040179843212	0.9573054010000648	plasmid	typical plasmid	0.4067659983878097	circular
GCF_000806845.2-NZ_CP074260.1	Salmonella enterica	Salmonella	4806998	0.0053468481911233	0.0050316465509156	0.0055023569993246	chromosome	typical chromosome	0.5204314626301072	circular
GCF_000807035.2-NZ_CP074261.1	Salmonella enterica	Salmonella	4821039	0.0049894908832175	0.0043770274968936	0.0051616041799667	chromosome	typical chromosome	0.5198126378981792	circular
GCF_000818075.1-NZ_CP009049.1	Salmonella enterica	Salmonella	4599018	0.0027864413297498	0.0026400080464879	0.0024328498541449	chromosome	typical chromosome	0.5215161149619332	circular
GCF_000818115.1-NZ_CP009559.1	Salmonella enterica	Salmonella	4612373	0.0028072152843969	0.0026547853720314	0.0024392783413456	chromosome	typical chromosome	0.5211980904406474	circular
GCF_000940935.2-NZ_CP007216.2	Salmonella enterica	Salmonella	4695514	0.0023761760283172	0.0022442866974858	0.0022122526495286	chromosome	typical chromosome	0.5218282812062748	circular
GCF_000993725.1-NZ_CP011365.1	Salmonella enterica	Salmonella	4759372	0.0029646778945646	0.0027337440013057	0.0024065031680022	chromosome	typical chromosome	0.5213897968051248	circular
GCF_001006525.1-NZ_CP011428.1	Salmonella enterica	Salmonella	4886081	0.0028273565666218	0.0027921847557455	0.0027530572671213	chromosome	typical chromosome	0.5215193935589688	circular
GCF_001006525.1-NZ_CP011435.1	Salmonella enterica	Salmonella	2677	0.9903910677464464	0.984337740410818	1.0	plasmid	typical plasmid	0.4598431079566679	circular
GCF_001006525.1-NZ_CP011434.1	Salmonella enterica	Salmonella	4248	0.982552267555138	0.9761703603779526	0.9761703603779526	plasmid	typical plasmid	0.4774011299435028	circular
GCF_001006525.1-NZ_CP011433.1	Salmonella enterica	Salmonella	4800	0.9997637865977536	0.9994084810482012	1.0	plasmid	typical plasmid	0.5064583333333333	circular
GCF_001006525.1-NZ_CP011432.1	Salmonella enterica	Salmonella	5093	0.9971628200812056	1.0	1.0	plasmid	typical plasmid	0.4853720793245631	circular
GCF_001006525.1-NZ_CP011430.1	Salmonella enterica	Salmonella	88949	0.8900582704133633	0.9514348401129376	0.9658393929227672	plasmid	typical plasmid	0.4706742065678085	circular
GCF_001006525.1-NZ_CP011429.1	Salmonella enterica	Salmonella	156323	0.8338966625832536	0.8488407512299765	0.8502185688418262	plasmid	typical plasmid	0.5157206553098392	circular
GCF_001006525.1-NZ_CP011431.1	Salmonella enterica	Salmonella	42199	0.910037233062559	0.9168499051114932	0.9226685892521558	plasmid	typical plasmid	0.4122846512950543	circular
GCF_001051625.3-NZ_CP140750.2	Salmonella enterica	Salmonella	4881897	0.0036855397241936	0.0035378905924187	0.0034808310455761	chromosome	typical chromosome	0.5213235756510225	circular
GCF_001051815.3-NZ_CP140742.2	Salmonella enterica	Salmonella	4799886	0.0025683732663143	0.0023513859347857	0.0022365752920243	chromosome	typical chromosome	0.5216623894817501	circular
GCF_001051815.3-NZ_CP140743.2	Salmonella enterica	Salmonella	41582	0.1283425058873248	0.1359010633140286	0.1410880916223077	plasmid	intermediate replicon	0.4942763695829926	circular
GCF_001122625.2-NZ_OU943337.1	Salmonella enterica	Salmonella	4797669	0.0026579909916475	0.0024831226994078	0.0022403053644976	chromosome	typical chromosome	0.5203770831209906	circular
GCF_001134605.2-NZ_OU943336.1	Salmonella enterica	Salmonella	4796602	0.0026581755679451	0.0024832302279034	0.002240858215368	chromosome	typical chromosome	0.5203758827603374	circular
GCF_001148305.2-NZ_LT905140.1	Salmonella enterica	Salmonella	4793405	0.0026985103594847	0.0025153010934641	0.0022668948470892	chromosome	typical chromosome	0.5203278254184656	linear
GCF_001173525.2-NZ_OU943338.1	Salmonella enterica	Salmonella	4793333	0.0026588578420605	0.0024837579037859	0.0022413444442216	chromosome	typical chromosome	0.5203598414714772	circular
GCF_001293505.1-NZ_CP012681.1	Salmonella enterica	Salmonella	4809574	0.0027170104787201	0.0026456506111733	0.0026576909153816	chromosome	typical chromosome	0.5215515968773949	circular
GCF_001293505.1-NZ_CP012683.1	Salmonella enterica	Salmonella	112639	0.8836730909080515	0.9111384868466164	0.91670636997648	plasmid	typical plasmid	0.5044078871438844	circular
GCF_001293505.1-NZ_CP012684.1	Salmonella enterica	Salmonella	4512	0.9998561712981836	0.9997438534493488	1.0	plasmid	typical plasmid	0.5024379432624113	circular
GCF_001293505.1-NZ_CP012682.1	Salmonella enterica	Salmonella	161461	0.7983767183357342	0.8064093636578235	0.8077352450228397	plasmid	typical plasmid	0.5265358197954924	circular
GCF_001302605.1-NZ_CP012091.1	Salmonella enterica	Salmonella	4793553	0.0026608442721985	0.0024793543425875	0.0022402564901269	chromosome	typical chromosome	0.5203184360327298	circular
GCF_001305815.1-NZ_CP012513.1	Salmonella enterica	Salmonella	4708710	0.0023637305688564	0.0022384330231811	0.0022288094629214	chromosome	typical chromosome	0.5224639020028841	circular
GCF_001305835.1-NZ_CP012514.1	Salmonella enterica	Salmonella	4701355	0.0023410222730211	0.0022217127808077	0.002203682480126	chromosome	typical chromosome	0.5224821354694551	circular
GCF_001360555.2-NZ_LT905139.1	Salmonella enterica	Salmonella	4783440	0.0026691000468161	0.0024842222408078	0.0022393754482035	chromosome	typical chromosome	0.5205157794390648	linear
GCF_001454965.1-NZ_CP012144.1	Salmonella enterica	Salmonella	4799793	0.002582788666217	0.0023158212315571	0.0022682556382936	chromosome	typical chromosome	0.5226246215201363	circular
GCF_001457675.1-NZ_LN868943.1	Salmonella enterica	Salmonella	3746274	0.0046007078581228	0.0044045506649567	0.0054445117884196	chromosome	typical chromosome	0.5203268634381788	circular
GCF_001457675.1-NZ_LN868944.1	Salmonella enterica	Salmonella	727905	0.0032543564184269	0.0033820799307226	0.0035062956486345	plasmid	intermediate replicon	0.5212342269939072	circular
GCF_001457675.1-NZ_LN868945.1	Salmonella enterica	Salmonella	147787	0.0041700466509939	0.0041858649547004	0.0042061603547312	plasmid	intermediate replicon	0.5228673699310494	circular
GCF_001457675.1-NZ_LN868946.1	Salmonella enterica	Salmonella	141119	0.0026598956752682	0.0025457229482621	0.0025577507067236	plasmid	intermediate replicon	0.529829434732389	circular
GCF_001535315.2-NZ_CP014994.1	Salmonella enterica	Salmonella	4834050	0.0044954266472005	0.004347875883066	0.0044187794217881	chromosome	typical chromosome	0.5217666346024555	circular
GCF_001535315.2-NZ_CP014995.1	Salmonella enterica	Salmonella	109917	0.955805219051157	0.9950318538036856	0.9974201796542708	plasmid	typical plasmid	0.5069097591819282	circular
GCF_001540845.1-NZ_LN999997.1	Salmonella enterica	Salmonella	5037238	0.0058895280986672	0.0056016784197265	0.0053719097499884	chromosome	typical chromosome	0.5216741793816373	linear
GCF_001576255.1-NZ_CP014358.1	Salmonella enterica	Salmonella	4933574	0.0041162350805946	0.0037816531988245	0.0037614899196467	chromosome	typical chromosome	0.5211228209002237	circular
GCF_001576255.1-NZ_CP014359.1	Salmonella enterica	Salmonella	94075	0.9734928288277276	0.978575595927057	0.9947927982349752	plasmid	typical plasmid	0.5313207547169811	circular
GCF_001576275.1-NZ_CP014356.1	Salmonella enterica	Salmonella	4916170	0.0025350975974069	0.0024347481548483	0.0024195979854261	chromosome	typical chromosome	0.521690462290767	circular
GCF_001576275.1-NZ_CP014357.1	Salmonella enterica	Salmonella	93837	0.9734310088193058	0.9785210392596944	0.994761305620219	plasmid	typical plasmid	0.531123117746731	circular
GCF_001577505.1-NZ_CP014536.1	Salmonella enterica	Salmonella	4912959	0.0025589932880387	0.0024658921562933	0.0024612993825063	chromosome	typical chromosome	0.5217448384975327	circular
GCF_001577505.1-NZ_CP014537.1	Salmonella enterica	Salmonella	93844	0.9734386567711673	0.9785251294832392	0.9947642041615886	plasmid	typical plasmid	0.5311261242061294	circular
GCF_001617585.1-NZ_CP012985.1	Salmonella enterica	Salmonella	4958254	0.0040989184407798	0.0037660720244278	0.0037459723011679	chromosome	typical chromosome	0.5208884014413138	circular
GCF_001617585.1-NZ_CP014577.1	Salmonella enterica	Salmonella	93930	0.9734426271661863	0.9785450120950868	0.9947899104473577	plasmid	typical plasmid	0.5311721494730118	circular
GCF_001705365.1-NZ_CP015157.1	Salmonella enterica	Salmonella	4846304	0.0026890195605857	0.0025178304938684	0.0024336232912717	chromosome	typical chromosome	0.5219808744973489	circular
GCF_001705365.1-NZ_CP015158.1	Salmonella enterica	Salmonella	93829	0.973429753154936	0.9785194291578472	0.9947609940810664	plasmid	typical plasmid	0.5311364290357992	circular
GCF_001729225.1-NZ_CP016385.1	Salmonella enterica	Salmonella	4852920	0.0024274504462497	0.0023172456636447	0.0022888722978373	chromosome	typical chromosome	0.522033950693603	circular
GCF_001729225.1-NZ_CP016386.1	Salmonella enterica	Salmonella	3904	1.0	1.0	1.0	plasmid	typical plasmid	0.5112704918032787	circular
GCF_001729225.1-NZ_CP016387.1	Salmonella enterica	Salmonella	93202	0.9378619914095232	0.9366088237630324	0.9482907922098752	plasmid	typical plasmid	0.4959013755069634	circular
GCF_001729225.1-NZ_CP016388.1	Salmonella enterica	Salmonella	60496	0.9915715602799872	0.9937279770275133	0.9947849806748044	plasmid	typical plasmid	0.4216311822269241	circular
GCF_001729225.1-NZ_CP016389.1	Salmonella enterica	Salmonella	68117	0.9577579654927344	0.9564242722389442	0.9602447836688566	plasmid	typical plasmid	0.5167432505835547	circular
GCF_001729225.1-NZ_CP016390.1	Salmonella enterica	Salmonella	93855	0.9734371322924956	0.97852539685901	0.9947821723243128	plasmid	typical plasmid	0.531170422460178	circular
GCF_001756025.2-NZ_CP074663.1	Salmonella enterica	Salmonella	4868432	0.0024688413645446	0.0023242597579381	0.0022875583699868	chromosome	typical chromosome	0.5217014430929712	circular
GCF_001756025.2-NZ_CP074664.1	Salmonella enterica	Salmonella	93960	0.9734672881374804	0.9785756126479452	0.9849278220373484	plasmid	typical plasmid	0.5311196253724989	circular
GCF_001833225.2-NZ_CP075134.1	Salmonella enterica	Salmonella	4795558	0.0027074246729282	0.0025484412364762	0.0024201858470911	chromosome	typical chromosome	0.5217640991934619	circular
GCF_001833255.2-NZ_CP075129.1	Salmonella enterica	Salmonella	4863823	0.0044429937609335	0.0027913323241476	0.0029553927215808	chromosome	typical chromosome	0.5219947354169755	circular
GCF_001833255.2-NZ_CP075130.1	Salmonella enterica	Salmonella	137164	0.9601857819039176	0.9763082078440972	0.98020305155174	plasmid	typical plasmid	0.5122189495786066	circular
GCF_001833255.2-NZ_CP075131.1	Salmonella enterica	Salmonella	26158	0.8169286463997081	0.8079574483640064	0.8823564277555409	plasmid	typical plasmid	0.4869638351555929	circular
GCF_001887015.1-NZ_CP017621.1	Salmonella enterica	Salmonella	4806964	0.0028107287844937	0.0026695596231464	0.0025952029862257	chromosome	typical chromosome	0.5212631091058723	circular
GCF_001887015.1-NZ_CP017620.1	Salmonella enterica	Salmonella	93595	0.9733646115531732	0.9784680644708952	0.9947518503304332	plasmid	typical plasmid	0.5305304770553982	circular
GCF_001922185.1-NZ_CP013702.1	Salmonella enterica	Salmonella	4856460	0.0025103195080454	0.0024031087806877	0.0024261108129156	chromosome	typical chromosome	0.5215366748619364	circular
GCF_001952995.1-NZ_CP019172.1	Salmonella enterica	Salmonella	4777591	0.0029902497840711	0.0028951742331689	0.0027661871233466	chromosome	typical chromosome	0.5220649904941632	circular
GCF_001952995.1-NZ_CP019173.1	Salmonella enterica	Salmonella	81409	0.9452951392251095	0.9424971551337072	0.9375544946985592	plasmid	typical plasmid	0.5010011178125269	circular
GCF_001953015.1-NZ_CP019196.1	Salmonella enterica	Salmonella	4710704	0.0023640131816266	0.0022387513880692	0.0022292954582037	chromosome	typical chromosome	0.5224847496255337	circular
GCF_001953675.1-NZ_CP019204.1	Salmonella enterica	Salmonella	4777591	0.0029902497840711	0.0028951742331689	0.0027661871233466	chromosome	typical chromosome	0.5220651998046715	circular
GCF_001953675.1-NZ_CP019205.1	Salmonella enterica	Salmonella	81408	0.9452953329465236	0.9424781799985428	0.9380752510467552	plasmid	typical plasmid	0.5009949882075472	circular
GCF_001953695.1-NZ_CP019206.1	Salmonella enterica	Salmonella	4777591	0.0029902497840711	0.0028951742331689	0.0027661871233466	chromosome	typical chromosome	0.5220649904941632	circular
GCF_001953695.1-NZ_CP019207.1	Salmonella enterica	Salmonella	81410	0.9452991703822186	0.9424694152873496	0.9380773502663804	plasmid	typical plasmid	0.5010072472669205	circular
GCF_001969425.1-NZ_CP016837.1	Salmonella enterica	Salmonella	4920660	0.004728891036135	0.0043550332514729	0.0038828414943727	chromosome	typical chromosome	0.5217702503322725	circular
GCF_001969425.1-NZ_CP016838.1	Salmonella enterica	Salmonella	341373	0.8271671596638972	0.8380023233304195	0.8648435762741548	plasmid	typical plasmid	0.4804890837881144	circular
GCF_001975605.1-NZ_CP019416.1	Salmonella enterica	Salmonella	4691807	0.0047663133060799	0.0046634550334163	0.0046393237793404	chromosome	typical chromosome	0.5218963610395739	circular
GCF_001989635.1-NZ_CP019442.1	Salmonella enterica	Salmonella	4974856	0.0044893710427511	0.004251349123201	0.0040215954904582	chromosome	typical chromosome	0.5213127776964801	circular
GCF_001989635.1-NZ_CP019443.1	Salmonella enterica	Salmonella	233802	0.8904987449124226	0.8889237286369461	0.8887663250893685	plasmid	typical plasmid	0.4570448499157407	circular
GCF_001989635.1-NZ_CP019444.1	Salmonella enterica	Salmonella	84565	0.9142971264850944	0.907907358584014	0.9112631508692136	plasmid	typical plasmid	0.5313664045408857	circular
GCF_002208255.1-NZ_CP022034.1	Salmonella enterica	Salmonella	4774926	0.0041484836561205	0.0037626784503539	0.0025117939307151	chromosome	typical chromosome	0.5208384381244862	circular
GCF_002208255.1-NZ_CP022036.1	Salmonella enterica	Salmonella	93727	0.9851930072596792	1.0	1.0	plasmid	typical plasmid	0.4333116391221313	circular
GCF_002208255.1-NZ_CP022035.1	Salmonella enterica	Salmonella	136771	0.8743706955137409	0.9769720699339524	0.9781667218154662	plasmid	typical plasmid	0.4955802034056927	circular
GCF_002208315.1-NZ_CP022019.1	Salmonella enterica	Salmonella	4626699	0.0031438616203349	0.0026922457681766	0.0025541453111302	chromosome	typical chromosome	0.5221130659245393	circular
GCF_002208315.1-NZ_CP022018.1	Salmonella enterica	Salmonella	8798	0.0059221188322149	0.0059301782759988	0.0059363646480678	plasmid	intermediate replicon	0.5711525346669698	circular
GCF_002208315.1-NZ_CP022017.1	Salmonella enterica	Salmonella	9815	0.0125835049535229	0.0125975938860629	0.0126044442189302	plasmid	intermediate replicon	0.515843097300051	circular
GCF_002209225.1-NZ_CP022070.1	Salmonella enterica	Salmonella	4884508	0.0025282429586077	0.0024227868905904	0.0024149346259475	chromosome	typical chromosome	0.5214414635005205	circular
GCF_002209225.1-NZ_CP022071.1	Salmonella enterica	Salmonella	93862	0.9734402406649636	0.978526871615327	0.9948506757662664	plasmid	typical plasmid	0.5310668854275425	circular
GCF_002209225.1-NZ_CP022072.1	Salmonella enterica	Salmonella	42327	0.8269599881214705	0.8223912243368442	0.8242085989032888	plasmid	typical plasmid	0.4969877383230562	circular
GCF_002211565.1-NZ_CP022116.1	Salmonella enterica	Salmonella	4874915	0.0038532315609319	0.003704498004804	0.0034125985842111	chromosome	typical chromosome	0.5224796740045724	circular
GCF_002234735.2-NZ_CP022491.1	Salmonella enterica	Salmonella	4775303	0.0028994117876621	0.0028134563742948	0.0027179870375788	chromosome	typical chromosome	0.5225925977890827	circular
GCF_002234735.2-NZ_CP022492.1	Salmonella enterica	Salmonella	131583	0.8863382154007601	0.9085855491305644	0.9235266698716356	plasmid	typical plasmid	0.5148157436750949	circular
GCF_002266325.2-NZ_CP075116.1	Salmonella enterica	Salmonella	4688242	0.0023135055717086	0.0022143332144066	0.0021941792702729	chromosome	typical chromosome	0.5222375466112884	circular
GCF_002290205.1-NZ_CP023166.1	Salmonella enterica	Salmonella	4792385	0.0034384155430241	0.0044321745271245	0.0029777791356988	chromosome	typical chromosome	0.5219945809862939	circular
GCF_002290205.1-NZ_CP023167.1	Salmonella enterica	Salmonella	254041	0.8778307629859039	0.9023535340411843	0.9038826815640288	plasmid	typical plasmid	0.4749154664010927	circular
GCF_002313125.1-NZ_CP022168.1	Salmonella enterica	Salmonella	4991167	0.005693732732828	0.0054233342739973	0.0051968943788488	chromosome	typical chromosome	0.5213668466713296	circular
GCF_002313125.1-NZ_CP022169.1	Salmonella enterica	Salmonella	151609	0.8992879994436738	0.8981856846627979	0.8977465940581512	plasmid	typical plasmid	0.449960094717332	circular
GCF_002386165.1-NZ_CP023508.1	Salmonella enterica	Salmonella	4588003	0.0027995493747897	0.0026529440399661	0.0024495290864484	chromosome	typical chromosome	0.521502274519001	circular
GCF_002386325.1-NZ_CP023512.1	Salmonella enterica	Salmonella	4838098	0.0026991448972113	0.0025852037906791	0.0024037186622252	chromosome	typical chromosome	0.5217455289247965	circular
GCF_002741905.1-NZ_CP024168.1	Salmonella enterica	Salmonella	4813545	0.0028866844222342	0.0028403115426749	0.0027780113328482	chromosome	typical chromosome	0.5230313625404976	circular
GCF_002813935.1-NZ_CP019383.1	Salmonella enterica	Salmonella	4673894	0.0031399646418557	0.0030586062158019	0.0029293560673853	chromosome	typical chromosome	0.521773065456769	circular
GCF_002947135.1-NZ_CP026700.1	Salmonella enterica	Salmonella	4870262	0.0025687504218115	0.0023984935852217	0.002314855285441	chromosome	typical chromosome	0.5219663747042766	circular
GCF_002947135.1-NZ_CP026701.1	Salmonella enterica	Salmonella	93832	0.9734304972797048	0.9785199970575604	0.9947653433346616	plasmid	typical plasmid	0.5311514195583596	circular
GCF_002983965.1-NZ_CP027414.1	Salmonella enterica	Salmonella	4822237	0.0026695700250284	0.0025549139023049	0.0025975407729307	chromosome	typical chromosome	0.5220207965722132	circular
GCF_002983965.1-NZ_CP027415.1	Salmonella enterica	Salmonella	113066	0.9227922871029796	0.919998057634822	0.925593671137128	plasmid	typical plasmid	0.5037677108945218	linear
GCF_002983965.1-NZ_CP027413.1	Salmonella enterica	Salmonella	93832	0.9734304973614676	0.978519997139323	0.9947630672606456	plasmid	typical plasmid	0.5311514195583596	circular
GCF_002983965.1-NZ_CP027416.1	Salmonella enterica	Salmonella	7927	0.9401714943269912	0.9387471998202844	0.94348507457099	plasmid	typical plasmid	0.4718052226567428	linear
GCF_002984285.1-NZ_CP027410.1	Salmonella enterica	Salmonella	4972718	0.0043119136549398	0.0039109132134061	0.0038275248001758	chromosome	typical chromosome	0.520980880074036	circular
GCF_002984285.1-NZ_CP027409.1	Salmonella enterica	Salmonella	220137	0.9306426494742548	0.93979240640278	0.9468606847197286	plasmid	typical plasmid	0.5356255422759464	circular
GCF_003030285.2-NZ_CP028199.2	Salmonella enterica	Salmonella	4856225	0.0025525723460024	0.002316163749201	0.0022130118179019	chromosome	typical chromosome	0.5222138595308083	circular
GCF_003030285.2-NZ_CP028200.2	Salmonella enterica	Salmonella	95983	0.9725127244284244	0.9774942844986318	0.9948056983146424	plasmid	typical plasmid	0.531302418136545	circular
GCF_003031835.1-NZ_CP020565.1	Salmonella enterica	Salmonella	4698556	0.0028401619439155	0.0027288632014903	0.0025733743876152	chromosome	typical chromosome	0.5224956348290837	circular
GCF_003031855.1-NZ_CP025217.1	Salmonella enterica	Salmonella	4840810	0.0046334693604001	0.0044048453640117	0.0041989721101371	chromosome	typical chromosome	0.5217748682555192	circular
GCF_003031875.1-NZ_CP025218.1	Salmonella enterica	Salmonella	4774550	0.0026742109289115	0.0026685063575333	0.0026383513836462	chromosome	typical chromosome	0.5222961326198281	circular
GCF_003032015.1-NZ_CP025555.1	Salmonella enterica	Salmonella	4870262	0.0025686950579331	0.0023984010139058	0.002314795117023	chromosome	typical chromosome	0.5219663747042766	circular
GCF_003032015.1-NZ_CP025556.1	Salmonella enterica	Salmonella	93832	0.9734447213986404	0.9785199988910954	0.9947630672606456	plasmid	typical plasmid	0.5311514195583596	circular
GCF_003052785.2-NZ_CP028729.1	Salmonella enterica	Salmonella	4754975	0.00281965630918	0.0026970902726492	0.0026000911446342	chromosome	typical chromosome	0.5228324018527963	circular
GCF_003052785.2-NZ_CP029249.1	Salmonella enterica	Salmonella	152940	0.8690030522576198	0.8872778751338115	0.8897369088758462	plasmid	typical plasmid	0.5343010330848699	circular
GCF_003073495.1-NZ_CP029036.1	Salmonella enterica	Salmonella	4794849	0.0060855636209538	0.0059016269527615	0.0075506700018892	chromosome	typical chromosome	0.5204441266033613	circular
GCF_003073495.1-NZ_CP029037.1	Salmonella enterica	Salmonella	319930	0.8492114074225644	0.8703005276177261	0.8773530383014619	plasmid	typical plasmid	0.4715250210983652	circular
GCF_003073535.1-NZ_CP029040.1	Salmonella enterica	Salmonella	4807052	0.0043329864897874	0.0041885222320948	0.0050040711905649	chromosome	typical chromosome	0.520612009189832	circular
GCF_003073555.1-NZ_CP029038.1	Salmonella enterica	Salmonella	4766139	0.0043223447038346	0.0041840525432224	0.0050228489374032	chromosome	typical chromosome	0.5207739430176082	circular
GCF_003177235.1-NZ_CP029567.1	Salmonella enterica	Salmonella	4900176	0.0045119913366617	0.0042715005448622	0.0040350780984806	chromosome	typical chromosome	0.5219618642269176	circular
GCF_003177255.1-NZ_CP029568.1	Salmonella enterica	Salmonella	5070296	0.0171785447787901	0.0098258106228572	0.0065573779206641	chromosome	typical chromosome	0.5211859425958564	circular
GCF_003181075.1-NZ_CP029593.1	Salmonella enterica	Salmonella	4933577	0.004116190604334	0.0037816108343692	0.0037616217339079	chromosome	typical chromosome	0.5211332467295028	circular
GCF_003181075.1-NZ_CP029594.1	Salmonella enterica	Salmonella	94034	0.9734853438639788	0.978566280632596	0.9947952968775546	plasmid	typical plasmid	0.531307824829317	circular
GCF_003181155.1-NZ_CP029595.1	Salmonella enterica	Salmonella	4933522	0.0041162457642542	0.003781653183437	0.0037616576030824	chromosome	typical chromosome	0.5211329755902578	circular
GCF_003181155.1-NZ_CP029596.1	Salmonella enterica	Salmonella	94001	0.9734719863502588	0.9785587561090364	0.9947934697139814	plasmid	typical plasmid	0.5313241348496293	circular
GCF_003325335.1-NZ_CP030024.1	Salmonella enterica	Salmonella	4755436	0.0033592510674343	0.0026293301416866	0.0025111319525718	chromosome	typical chromosome	0.5219079806772712	circular
GCF_003325335.1-NZ_CP030025.1	Salmonella enterica	Salmonella	100335	0.9187934698434406	0.927533690186814	0.9320943104801868	plasmid	typical plasmid	0.4992574874171525	circular
GCF_003429465.1-NZ_CP023975.1	Salmonella enterica	Salmonella	4791341	0.002591209242438	0.0024126670211716	0.002167978551554	chromosome	typical chromosome	0.5204115090117777	circular
GCF_003571625.1-NZ_CP032194.1	Salmonella enterica	Salmonella	4916886	0.0059825363556544	0.0059126623711221	0.0066690665428304	chromosome	typical chromosome	0.5202148270266994	circular
GCF_003571625.1-NZ_CP032192.1	Salmonella enterica	Salmonella	159356	0.9314845942173104	0.9469704745991714	0.9470729962307208	plasmid	typical plasmid	0.5154371344662265	circular
GCF_003571625.1-NZ_CP032193.1	Salmonella enterica	Salmonella	87450	0.89561106402815	0.8955879955834102	0.895585632212622	plasmid	typical plasmid	0.5152201257861635	circular
GCF_003606225.1-NZ_CP022963.1	Salmonella enterica	Salmonella	4728875	0.0029868425502698	0.0028868082276771	0.0027049540358967	chromosome	typical chromosome	0.5217291639131929	circular
GCF_003606225.1-NZ_CP022964.1	Salmonella enterica	Salmonella	67685	0.8596518937727565	0.8729477918520825	0.8876519490020824	plasmid	typical plasmid	0.4629533870133707	circular
GCF_003606225.1-NZ_CP022965.1	Salmonella enterica	Salmonella	86369	0.946336722424092	0.9513036668754632	0.9473118101579132	plasmid	typical plasmid	0.5326216582338571	circular
GCF_003710145.1-NZ_CP033344.1	Salmonella enterica	Salmonella	4651134	0.0031770668075287	0.0030024253009301	0.0025590115920013	chromosome	typical chromosome	0.5211286107861007	circular
GCF_003710185.1-NZ_CP033345.1	Salmonella enterica	Salmonella	4834056	0.0044954254119066	0.0043478748002889	0.0044187762679015	chromosome	typical chromosome	0.5217670213170886	circular
GCF_003710185.1-NZ_CP033346.1	Salmonella enterica	Salmonella	109917	0.955805219051157	0.9950318538036856	0.9974201796542708	plasmid	typical plasmid	0.5069006614081534	circular
GCF_003716995.1-NZ_CP029923.1	Salmonella enterica	Salmonella	4782756	0.0026597979110742	0.0024769294251027	0.0022347211582923	chromosome	typical chromosome	0.5204860963009612	circular
GCF_003716995.1-NZ_CP029924.1	Salmonella enterica	Salmonella	217512	0.8662539075222856	0.8922691414413069	0.8975584495524442	plasmid	typical plasmid	0.4768656441943433	circular
GCF_003717015.1-NZ_CP029886.1	Salmonella enterica	Salmonella	4783528	0.0026504639295607	0.0024670633795154	0.002225032461624	chromosome	typical chromosome	0.520480490550071	circular
GCF_003717015.1-NZ_CP029887.1	Salmonella enterica	Salmonella	216908	0.868823476452266	0.89224452882833	0.8976974202105398	plasmid	typical plasmid	0.4768749884743762	circular
GCF_003717035.1-NZ_CP029911.1	Salmonella enterica	Salmonella	4784370	0.0027212465581849	0.0025380980390953	0.002296075757401	chromosome	typical chromosome	0.5204515955078725	circular
GCF_003717035.1-NZ_CP029910.1	Salmonella enterica	Salmonella	217083	0.8689397546451547	0.8923422539303645	0.8975657787043333	plasmid	typical plasmid	0.4768775076813937	circular
GCF_003717055.1-NZ_CP029927.1	Salmonella enterica	Salmonella	4778473	0.0025834669285812	0.002403840388136	0.0021750418247795	chromosome	typical chromosome	0.5210641558506243	circular
GCF_003717075.1-NZ_CP029928.1	Salmonella enterica	Salmonella	4799426	0.0029960156410758	0.0028209950016132	0.0024027182826513	chromosome	typical chromosome	0.5211616972529631	circular
GCF_003717075.1-NZ_CP029929.1	Salmonella enterica	Salmonella	106706	1.0	1.0	1.0	plasmid	typical plasmid	0.5062789346428505	circular
GCF_003717095.1-NZ_CP029930.1	Salmonella enterica	Salmonella	4782608	0.0026598085487169	0.002476990813594	0.0022346902792469	chromosome	typical chromosome	0.520472512068729	circular
GCF_003717095.1-NZ_CP029931.1	Salmonella enterica	Salmonella	216915	0.8688343522024943	0.8922535671105435	0.8977221783975394	plasmid	typical plasmid	0.4767305165617869	circular
GCF_003717115.1-NZ_CP029933.1	Salmonella enterica	Salmonella	4782854	0.0026596147215405	0.0024769662711652	0.0022349076445695	chromosome	typical chromosome	0.5205003121567164	circular
GCF_003717115.1-NZ_CP029934.1	Salmonella enterica	Salmonella	217083	0.8689397546451547	0.8923422539303645	0.8975672572108742	plasmid	typical plasmid	0.4768729011484087	circular
GCF_003717135.1-NZ_CP029936.1	Salmonella enterica	Salmonella	4783243	0.0026610325098578	0.0024778287636571	0.0022360988535678	chromosome	typical chromosome	0.5204747072226938	circular
GCF_003717135.1-NZ_CP029935.1	Salmonella enterica	Salmonella	216699	0.8687021640009727	0.8921456955781015	0.8976311383339112	plasmid	typical plasmid	0.4766888633542379	circular
GCF_003717215.1-NZ_CP029944.1	Salmonella enterica	Salmonella	4784815	0.0027209412929109	0.0025379251532504	0.0022960686480479	chromosome	typical chromosome	0.5204573217564316	circular
GCF_003717215.1-NZ_CP029943.1	Salmonella enterica	Salmonella	217072	0.86893439967787	0.8923362842902578	0.8975641219394271	plasmid	typical plasmid	0.4767634701850077	circular
