plasmid_id	size	source_type	ecosystem	host_taxonomy	genus	putatively_complete	topology	plasmidness-original	plasmidness-pident_90	plasmidness-pident_95	category-pident_90	predicted_mobility	AMR_type
IMGPR_plasmid_3300044475_000132	79752	Metagenome	Engineered;Built environment;Canal;Irrigation canal;Sediment	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.1759470870891049	0.3191136183299099	0.8213220290021037	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300024265_000009	115872	Metagenome	Environmental;Aquatic;Marine;Oceanic;Sediment	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.5254469774665375	0.926532316231932	0.96637721771367	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300046501_000125	78019	Metagenome	Host-associated;Plants;Roots;Rhizosphere;Soil	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.5498908338871931	0.9430651507966008	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300004233_000017	25835	Metagenome	Environmental;Aquatic;Freshwater;Lake;Sediment	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.0564016025522841	0.7792916586026708	0.924908070447068	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011655_000033	28346	Metagenome	Engineered;Built environment;City;Subway;Wooden surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A	Pseudomonas	No	Linear	0.8756030723737351	0.915211835514919	0.915211835514919	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300010348_000086	34176	Metagenome	Engineered;Bioreactor;Anaerobic;Digestate	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.0638629510681832	0.1573379494266846	0.157425730325561	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300011222_000040	58509	Metagenome	Engineered;Built environment;City;Subway;Wooden surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A	Pseudomonas	No	Linear	0.716599441769124	0.7528430480919133	0.762672807976291	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011792_000035	47688	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A	Pseudomonas	No	Linear	0.9711238719177726	0.987795636317043	0.9894398327887884	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300020028_000010	55506	Metagenome	Environmental;Aquatic;Freshwater;River	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.3479796974716476	0.3406001587051279	0.3348829336580965	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011778_000053	27187	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.0188307904956916	0.020221627802041	0.0168355969054123	intermediate replicon	conjugative	non-AMR
IMGPR_plasmid_3300010349_000210	21680	Metagenome	Engineered;Bioreactor;Anaerobic;Digestate	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.1105656850118027	0.3357011070110701	0.3357011070110701	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300014070_000023	40923	Metagenome	Engineered;Built environment;City;Subway;Wooden surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A	Pseudomonas	No	Linear	0.2825152811932839	0.2764050464257879	0.2726231191263256	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300020429_000025	114940	Metagenome	Environmental;Aquatic;Marine	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.3209550283511337	0.3326522733825793	0.3356881851400731	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011163_000018	63643	Metagenome	Engineered;Built environment;City;Subway;Wooden surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A	Pseudomonas	No	Linear	0.9467572751173924	0.9903818385203704	0.9900797980997812	typical plasmid	mobilizable	non-AMR
IMGPR_plasmid_3300053491_063016	194762	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A	Pseudomonas	Yes	Direct terminal repeat	0.6875990341435306	0.7695519298018199	0.820154451121357	typical plasmid	mobilizable	non-AMR
IMGPR_plasmid_3300035454_000130	11494	Metagenome	Engineered;Wastewater;Industrial wastewater;Petrochemical	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.0431147200249793	0.4106490342787541	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300035312_000069	20339	Metagenome	Engineered;Wastewater;Industrial wastewater;Petrochemical	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.0267633303875433	0.242047298293918	1.0	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300015609_000134	74582	Metagenome	Engineered;Wastewater;Sewage	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.001098930532533	0.0001306977000624	0.0305703789118017	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300022231_000038	96829	Metagenome	Engineered;Bioreactor;Continuous culture;Marine sediment inoculum	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.2604469760027745	0.8229352776544218	0.936961034400851	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300030753_000013	132111	Metagenome	Host-associated;Plants;Phyllosphere;Phylloplane/Leaf	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.5828058652675439	0.9918326255951436	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300025691_000029	34102	Metagenome	Engineered;Bioreactor;Anaerobic;Digestate	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.0618315704564608	0.1555094058884046	0.1555973772683823	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300003838_000193	53459	Metagenome	Host-associated;Plants;Phyllosphere;Phylloplane/Leaf	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E chlororaphis_F	Pseudomonas	No	Linear	0.9415707976492302	0.9933624718199552	1.0	typical plasmid	mobilizable	non-AMR
IMGPR_plasmid_3300048921_000567	25381	Metagenome	Host-associated;Plants;Roots	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.0898744365730276	0.1641548514918358	0.9329419644616052	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300029818_000074	40909	Metagenome	Environmental;Aquatic;Freshwater;Groundwater	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.1192222067744832	0.2594050209000464	0.259429465398812	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300031413_000446	37353	Metagenome	Host-associated;Plants;Phyllosphere	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E chlororaphis_F	Pseudomonas	No	Linear	0.9404058314389858	0.9988190817745844	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300014012_000020	64373	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A	Pseudomonas	No	Linear	0.6122630880966163	0.6088693963640047	0.6101777677870992	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300041407_000093	21006	Metagenome	Host-associated;Plants;Roots;Rhizosphere	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E chlororaphis_F	Pseudomonas	No	Linear	0.8302744702479937	0.910311339617252	0.9735313719889556	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300014844_000005	56516	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.259488014516434	0.5151557758294778	0.881742716671078	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300014648_000024	42718	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A	Pseudomonas	No	Linear	0.9454575542529904	0.9508049825553402	0.950644707263697	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300005076_000479	4363	Metagenome	Engineered;Wastewater;Activated Sludge	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300012814_000001	68567	Metagenome	Host-associated;Arthropoda: Insects;Digestive system	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.1911137562178975	0.2387498145472746	0.9015200865425126	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300025856_000054	61346	Metagenome	Engineered;Bioreactor;Anaerobic;Digestate	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.4308971289051282	0.5582597072343755	0.691748443256284	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300039916_000048	105516	Metagenome	Engineered;Industrial production;Engineered product	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.3269914281122941	0.8605803859130369	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300002191_000035	49941	Metagenome	Environmental;Aquatic;Marine	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.6146336149717265	0.8763741214633267	0.9795358523057208	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300035494_000047	122839	Metagenome	Environmental;Terrestrial;Asphalt lakes;Tar	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A	Pseudomonas	No	Linear	0.968423165081118	0.9973831587856148	0.9984783592784008	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300048589_000524	33792	Metagenome	Environmental;Aquatic;Marine;Intertidal zone;Salt marsh sediment	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.7774081228048378	0.9610262784090908	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300006187_000155	2481	Metagenome	Engineered;Bioreactor;Thiocyanate-remediating;Anaerobic-Aerobic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300017650_000110	42072	Metagenome	Environmental;Terrestrial;Soil	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.1591868275276302	0.4142686531207916	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300012803_000002	68652	Metagenome	Host-associated;Arthropoda: Insects;Digestive system	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.1908781719935152	0.2384578037933996	0.9004038888009157	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300012825_000007	68692	Metagenome	Host-associated;Arthropoda: Insects;Digestive system	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.190767498190518	0.2383177017652082	0.8998795751173421	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300012828_000003	68692	Metagenome	Host-associated;Arthropoda: Insects;Digestive system	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.190767498190518	0.2383177017652082	0.8998795751173421	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300034688_000014	55072	Metagenome	Host-associated;Plants;Phyllosphere;Phylloplane/Leaf	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capsici	Pseudomonas	No	Linear	0.82899558393498	0.8727933576708817	0.8727570415755882	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300024978_000123	2578	Metagenome	Engineered;Bioremediation;Thiocyanate	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300027606_000231	53646	Metagenome	Host-associated;Plants;Phyllosphere;Phylloplane/Leaf	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E chlororaphis_F	Pseudomonas	No	Linear	0.9417744710049248	0.993385609011352	1.0	typical plasmid	mobilizable	non-AMR
IMGPR_plasmid_3300046694_000170	51902	Metagenome	Host-associated;Plants;Roots;Rhizosphere;Soil	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.5451482259943332	0.9852799506762744	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011615_000013	25884	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.0793001551235831	0.7774181746349872	0.8810321497349384	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300014348_000130	19362	Metagenome	Engineered;Bioreactor;Aerobic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.2958773284878162	0.9839892573081294	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011857_000033	19771	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.0763208404434773	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300010216_000044	49376	Metagenome	Environmental;Aquatic;Deep subsurface;Groundwater	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.859425892255661	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011897_000048	14310	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E oleovorans	Pseudomonas	No	Linear	0.9582343748315794	0.9734530809179428	0.973390287236336	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300000053_000069	8836	Metagenome	Engineered;Biotransformation;Microbial solubilization of coal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A	Pseudomonas	No	Linear	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300038808_000119	142578	Metagenome	Engineered;Industrial production;Engineered product	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.3635462281240907	0.4429505253264879	0.5712592405560465	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300007067_000024	19746	Metagenome	Host-associated;Arthropoda: Insects;Digestive system;Gut	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.6310645193963335	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300024986_000142	20569	Metagenome	Engineered;Bioreactor;Thiocyanate-remediating;Anaerobic-Aerobic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.5943316196697358	0.9232826097525404	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300027365_000054	24028	Metagenome	Environmental;Aquatic;Deep subsurface;Shale gas reservoir;Produced water/Flow back	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E oleovorans	Pseudomonas	No	Linear	0.8515204483657954	0.858373564175129	0.858373564175129	typical plasmid	mobilizable	non-AMR
IMGPR_plasmid_3300037106_000002	4486	Metagenome	Environmental;Terrestrial;Soil;Wetlands;Peat	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_064624	2565	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300009070_000231	100103	Metagenome	Engineered;Bioreactor;Thiocyanate-remediating;Anaerobic-Aerobic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.5962144018291888	0.9085342097639432	0.9226197017072416	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300013955_000009	51659	Metagenome	Engineered;Built environment;City;Subway;Wooden surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A	Pseudomonas	No	Linear	0.8884453822180065	0.934570936332488	0.934570936332488	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011765_000013	157254	Metagenome	Engineered;Built environment;City;Subway;Wooden surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E oleovorans	Pseudomonas	No	Linear	0.5602045521451265	0.6095411384868622	0.6177278087733338	typical plasmid	mobilizable	non-AMR
IMGPR_plasmid_3300011839_000028	103919	Metagenome	Engineered;Built environment;City;Subway;Wooden surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.3658427123674139	0.4213570184470597	0.4213570184470597	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300047469_000170	33529	Metagenome	Host-associated;Plants;Roots;Rhizosphere;Soil	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E	Pseudomonas	No	Linear	0.9587604319090496	0.9973455814369652	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011703_000047	42079	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.1001294284796641	0.9955322132179948	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300035491_000096	27629	Metagenome	Environmental;Terrestrial;Asphalt lakes;Tar	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A	Pseudomonas	No	Linear	0.9140854416253452	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300046530_000220	18553	Metagenome	Host-associated;Plants;Roots;Rhizosphere;Soil	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E gingeri_A	Pseudomonas	No	Linear	0.627775175752368	0.845053894576867	0.9597369697623026	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300044961_000039	22884	Metagenome	Environmental;Aquatic;Thermal springs;Hot (42-90C);Microbial mats	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.2050056779292154	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300033997_000337	45157	Metagenome	Environmental;Aquatic;Deep subsurface;Shale gas reservoir;Produced water/Flow back	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.8921415675962148	0.9467656790833512	0.9570224448089452	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300048838_000260	33709	Metagenome	Environmental;Aquatic;Marine;Intertidal zone;Salt marsh sediment	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.7785751973901539	0.9626509240855556	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300025847_000108	18315	Metagenome	Engineered;Bioreactor;Anaerobic;Digestate	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.1304077975352266	0.3978332161131082	0.3973791973791973	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300048928_000585	113379	Metagenome	Host-associated;Plants;Roots	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.4255838761888605	0.7814422916425328	0.8832463482593623	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300012843_000017	23758	Metagenome	Environmental;Terrestrial;Soil	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.0191698149097607	0.3506608300361983	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011787_000018	64456	Metagenome	Engineered;Built environment;City;Subway;Wooden surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.1092985300172546	0.3582288693061933	0.6935428819659923	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300031842_000035	91944	Metagenome	Environmental;Aquatic;Freshwater;Subglacial lake	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	Pseudomonas	No	Linear	0.4079662610757158	0.4329283690157569	0.4325676498738362	typical plasmid	non-mobilizable	non-AMR
